Freq.	V(isensa)
2.94066778879259e+003	2.10813633052336e+000,-2.84401918599601e-001
2.96112175079772e+003	2.10778980157063e+000,-2.86353883915058e-001
2.98171798135943e+003	2.10743848789346e+000,-2.88318879387218e-001
3.00245747003379e+003	2.10708232416727e+000,-2.90296984291580e-001
3.02334121325978e+003	2.10672124419646e+000,-2.92288278220428e-001
3.04437021440715e+003	2.10635518090306e+000,-2.94292841081825e-001
3.06554548382465e+003	2.10598406631578e+000,-2.96310753096009e-001
3.08686803888854e+003	2.10560783155898e+000,-2.98342094791341e-001
3.10833890405151e+003	2.10522640684058e+000,-3.00386947004737e-001
3.12995911089189e+003	2.10483972144126e+000,-3.02445390874953e-001
3.15172969816318e+003	2.10444770370220e+000,-3.04517507842602e-001
3.17365171184400e+003	2.10405028101370e+000,-3.06603379644691e-001
3.19572620518832e+003	2.10364737980325e+000,-3.08703088311469e-001
3.21795423877608e+003	2.10323892552302e+000,-3.10816716164901e-001
3.24033688056412e+003	2.10282484263837e+000,-3.12944345812099e-001
3.26287520593751e+003	2.10240505461483e+000,-3.15086060144460e-001
3.28557029776124e+003	2.10197948390633e+000,-3.17241942330878e-001
3.30842324643219e+003	2.10154805194215e+000,-3.19412075815805e-001
3.33143514993156e+003	2.10111067911436e+000,-3.21596544314478e-001
3.35460711387762e+003	2.10066728476518e+000,-3.23795431807351e-001
3.37794025157882e+003	2.10021778717346e+000,-3.26008822538353e-001
3.40143568408728e+003	2.09976210354232e+000,-3.28236801006645e-001
3.42509454025266e+003	2.09930014998510e+000,-3.30479451965374e-001
3.44891795677638e+003	2.09883184151289e+000,-3.32736860412770e-001
3.47290707826626e+003	2.09835709202002e+000,-3.35009111591217e-001
3.49706305729147e+003	2.09787581427093e+000,-3.37296290979513e-001
3.52138705443797e+003	2.09738791988686e+000,-3.39598484285501e-001
3.54588023836419e+003	2.09689331933074e+000,-3.41915777445195e-001
3.57054378585726e+003	2.09639192189406e+000,-3.44248256612994e-001
3.59537888188950e+003	2.09588363568241e+000,-3.46596008156650e-001
3.62038671967535e+003	2.09536836760089e+000,-3.48959118652029e-001
3.64556850072874e+003	2.09484602333972e+000,-3.51337674875965e-001
3.67092543492075e+003	2.09431650735976e+000,-3.53731763799417e-001
3.69645874053783e+003	2.09377972287775e+000,-3.56141472580120e-001
3.72216964434023e+003	2.09323557185098e+000,-3.58566888557567e-001
3.74805938162104e+003	2.09268395496275e+000,-3.61008099243284e-001
3.77412919626546e+003	2.09212477160699e+000,-3.63465192314408e-001
3.80038034081061e+003	2.09155791987236e+000,-3.65938255607774e-001
3.82681407650569e+003	2.09098329652782e+000,-3.68427377108318e-001
3.85343167337258e+003	2.09040079700592e+000,-3.70932644944643e-001
3.88023441026687e+003	2.08981031538769e+000,-3.73454147378339e-001
3.90722357493928e+003	2.08921174438667e+000,-3.75991972795529e-001
3.93440046409757e+003	2.08860497533236e+000,-3.78546209699816e-001
3.96176638346877e+003	2.08798989815457e+000,-3.81116946701022e-001
3.98932264786202e+003	2.08736640136680e+000,-3.83704272506983e-001
4.01707058123162e+003	2.08673437204969e+000,-3.86308275914060e-001
4.04501151674075e+003	2.08609369583457e+000,-3.88929045796576e-001
4.07314679682545e+003	2.08544425688653e+000,-3.91566671097288e-001
4.10147777325913e+003	2.08478593788742e+000,-3.94221240817195e-001
4.13000580721756e+003	2.08411862001900e+000,-3.96892844004115e-001
4.15873226934420e+003	2.08344218294595e+000,-3.99581569741047e-001
4.18765853981611e+003	2.08275650479740e+000,-4.02287507138776e-001
4.21678600841025e+003	2.08206146215068e+000,-4.05010745319929e-001
4.24611607457022e+003	2.08135693001376e+000,-4.07751373407103e-001
4.27565014747353e+003	2.08064278180595e+000,-4.10509480515901e-001
4.30538964609930e+003	2.07991888934175e+000,-4.13285155736483e-001
4.33533599929642e+003	2.07918512281192e+000,-4.16078488123774e-001
4.36549064585222e+003	2.07844135076527e+000,-4.18889566684655e-001
4.39585503456159e+003	2.07768744009060e+000,-4.21718480363394e-001
4.42643062429656e+003	2.07692325599812e+000,-4.24565318028613e-001
4.45721888407645e+003	2.07614866200152e+000,-4.27430168456974e-001
4.48822129313839e+003	2.07536351989762e+000,-4.30313120324020e-001
4.51943934100845e+003	2.07456768974941e+000,-4.33214262183320e-001
4.55087452757314e+003	2.07376102986587e+000,-4.36133682455334e-001
4.58252836315152e+003	2.07294339678346e+000,-4.39071469409737e-001
4.61440236856776e+003	2.07211464524636e+000,-4.42027711151499e-001
4.64649807522417e+003	2.07127462818775e+000,-4.45002495602501e-001
4.67881702517484e+003	2.07042319671034e+000,-4.47995910484965e-001
4.71136077119967e+003	2.06956020006569e+000,-4.51008043307676e-001
4.74413087687901e+003	2.06868548563585e+000,-4.54038981344546e-001
4.77712891666877e+003	2.06779889891346e+000,-4.57088811616876e-001
4.81035647597606e+003	2.06690028348052e+000,-4.60157620879034e-001
4.84381515123537e+003	2.06598948098964e+000,-4.63245495595888e-001
4.87750654998529e+003	2.06506633114361e+000,-4.66352521924569e-001
4.91143229094568e+003	2.06413067167469e+000,-4.69478785696128e-001
4.94559400409554e+003	2.06318233832494e+000,-4.72624372393584e-001
4.97999333075124e+003	2.06222116482542e+000,-4.75789367132460e-001
5.01463192364540e+003	2.06124698287525e+000,-4.78973854641047e-001
5.04951144700634e+003	2.06025962212205e+000,-4.82177919235723e-001
5.08463357663797e+003	2.05925891014022e+000,-4.85401644802061e-001
5.12000000000034e+003	2.05824467241057e+000,-4.88645114771217e-001
5.15561241629075e+003	2.05721673229957e+000,-4.91908412096479e-001
5.19147253652530e+003	2.05617491103783e+000,-4.95191619231776e-001
5.22758208362118e+003	2.05511902769986e+000,-4.98494818105227e-001
5.26394279247942e+003	2.05404889918225e+000,-5.01818090096903e-001
5.30055641006821e+003	2.05296434018337e+000,-5.05161516011513e-001
5.33742469550690e+003	2.05186516318095e+000,-5.08525176056113e-001
5.37454942015047e+003	2.05075117841223e+000,-5.11909149810317e-001
5.41193236767464e+003	2.04962219385162e+000,-5.15313516202344e-001
5.44957533416157e+003	2.04847801518957e+000,-5.18738353481267e-001
5.48748012818620e+003	2.04731844581130e+000,-5.22183739189018e-001
5.52564857090304e+003	2.04614328677592e+000,-5.25649750130540e-001
5.56408249613380e+003	2.04495233679383e+000,-5.29136462347922e-001
5.60278375045537e+003	2.04374539220631e+000,-5.32643951088150e-001
5.64175419328863e+003	2.04252224696358e+000,-5.36172290774022e-001
5.68099569698776e+003	2.04128269260292e+000,-5.39721554974671e-001
5.72051014693016e+003	2.04002651822869e+000,-5.43291816370077e-001
5.76029944160710e+003	2.03875351048863e+000,-5.46883146724796e-001
5.80036549271489e+003	2.03746345355540e+000,-5.50495616847877e-001
5.84071022524673e+003	2.03615612910170e+000,-5.54129296567913e-001
5.88133557758522e+003	2.03483131628044e+000,-5.57784254695097e-001
5.92224350159548e+003	2.03348879170667e+000,-5.61460558978852e-001
5.96343596271891e+003	2.03212832942961e+000,-5.65158276088337e-001
6.00491494006763e+003	2.03074970091687e+000,-5.68877471563145e-001
6.04668242651961e+003	2.02935267503120e+000,-5.72618209781641e-001
6.08874042881435e+003	2.02793701801017e+000,-5.76380553921544e-001
6.13109096764934e+003	2.02650249344394e+000,-5.80164565924382e-001
6.17373607777712e+003	2.02504886225591e+000,-5.83970306453107e-001
6.21667780810307e+003	2.02357588268019e+000,-5.87797834856030e-001
6.25991822178383e+003	2.02208331024281e+000,-5.91647209122179e-001
6.30345939632641e+003	2.02057089774082e+000,-5.95518485840663e-001
6.34730342368805e+003	2.01903839522000e+000,-5.99411720162857e-001
6.39145241037670e+003	2.01748554995716e+000,-6.03326965753840e-001
6.43590847755221e+003	2.01591210643838e+000,-6.07264274752281e-001
6.48067376112829e+003	2.01431780634056e+000,-6.11223697722774e-001
6.52575041187508e+003	2.01270238851031e+000,-6.15205283613651e-001
6.57114059552253e+003	2.01106558894496e+000,-6.19209079709441e-001
6.61684649286442e+003	2.00940714077364e+000,-6.23235131583193e-001
6.66287029986317e+003	2.00772677423900e+000,-6.27283483046766e-001
6.70921422775529e+003	2.00602421667579e+000,-6.31354176107812e-001
6.75588050315769e+003	2.00429919249485e+000,-6.35447250914511e-001
6.80287136817462e+003	2.00255142316455e+000,-6.39562745705762e-001
6.85018908050538e+003	2.00078062719127e+000,-6.43700696762968e-001
6.89783591355282e+003	1.99898652010431e+000,-6.47861138352192e-001
6.94581415653257e+003	1.99716881443586e+000,-6.52044102676588e-001
6.99412611458300e+003	1.99532721970517e+000,-6.56249619819584e-001
7.04277410887598e+003	1.99346144240435e+000,-6.60477717684971e-001
7.09176047672844e+003	1.99157118597793e+000,-6.64728421949031e-001
7.14108757171458e+003	1.98965615080831e+000,-6.69001756000901e-001
7.19075776377905e+003	1.98771603420330e+000,-6.73297740878531e-001
7.24077343935076e+003	1.98575053037845e+000,-6.77616395215004e-001
7.29113700145753e+003	1.98375933044154e+000,-6.81957735180208e-001
7.34185086984156e+003	1.98174212238198e+000,-6.86321774413146e-001
7.39291748107571e+003	1.97969859105434e+000,-6.90708523965343e-001
7.44433928868052e+003	1.97762841816671e+000,-6.95117992235121e-001
7.49611876324214e+003	1.97553128226837e+000,-6.99550184903134e-001
7.54825839253098e+003	1.97340685873702e+000,-7.04005104868677e-001
7.60076068162127e+003	1.97125481976793e+000,-7.08482752182541e-001
7.65362815301143e+003	1.96907483436286e+000,-7.12983123980226e-001
7.70686334674522e+003	1.96686656832229e+000,-7.17506214409518e-001
7.76046882053379e+003	1.96462968423222e+000,-7.22052014567644e-001
7.81444714987862e+003	1.96236384145792e+000,-7.26620512426302e-001
7.86880092819519e+003	1.96006869613664e+000,-7.31211692758690e-001
7.92353276693761e+003	1.95774390116738e+000,-7.35825537071900e-001
7.97864529572409e+003	1.95538910620683e+000,-7.40462023528674e-001
8.03414116246331e+003	1.95300395766478e+000,-7.45121126870643e-001
8.09002303348157e+003	1.95058809869604e+000,-7.49802818347475e-001
8.14629359365096e+003	1.94814116919777e+000,-7.54507065637366e-001
8.20295554651832e+003	1.94566280580704e+000,-7.59233832767305e-001
8.26001161443517e+003	1.94315264189847e+000,-7.63983080033879e-001
8.31746453868845e+003	1.94061030758305e+000,-7.68754763922344e-001
8.37531707963229e+003	1.93803542970697e+000,-7.73548837026109e-001
8.43357201682056e+003	1.93542763185215e+000,-7.78365247963965e-001
8.49223214914050e+003	1.93278653434032e+000,-7.83203941292250e-001
8.55130029494712e+003	1.93011175423532e+000,-7.88064857420276e-001
8.61077929219866e+003	1.92740290534226e+000,-7.92947932531351e-001
8.67067199859291e+003	1.92465959822032e+000,-7.97853098482834e-001
8.73098129170451e+003	1.92188144018319e+000,-8.02780282726568e-001
8.79171006912324e+003	1.91906803530955e+000,-8.07729408214013e-001
8.85286124859319e+003	1.91621898445165e+000,-8.12700393305357e-001
8.91443776815296e+003	1.91333388524225e+000,-8.17693151681735e-001
8.97644258627685e+003	1.91041233211077e+000,-8.22707592244516e-001
9.03887868201697e+003	1.90745391629287e+000,-8.27743619025235e-001
9.10174905514635e+003	1.90445822584578e+000,-8.32801131087866e-001
9.16505672630311e+003	1.90142484566304e+000,-8.37880022433024e-001
9.22880473713558e+003	1.89835335749454e+000,-8.42980181895452e-001
9.29299615044841e+003	1.89524333995891e+000,-8.48101493053608e-001
9.35763405034975e+003	1.89209436857229e+000,-8.53243834116647e-001
9.42272154239941e+003	1.88890601576272e+000,-8.58407077833508e-001
9.48826175375810e+003	1.88567785089795e+000,-8.63591091383776e-001
9.55425783333761e+003	1.88240944030809e+000,-8.68795736277175e-001
9.62071295195219e+003	1.87910034731654e+000,-8.74020868243146e-001
9.68763030247082e+003	1.87575013226437e+000,-8.79266337130370e-001
9.75501309997064e+003	1.87235835254263e+000,-8.84531986797160e-001
9.82286458189143e+003	1.86892456262593e+000,-8.89817655001580e-001
9.89118800819115e+003	1.86544831410673e+000,-8.95123173291972e-001
9.95998666150254e+003	1.86192915573019e+000,-9.00448366898560e-001
1.00292638472909e+004	1.85836663343273e+000,-9.05793054621474e-001
1.00990228940127e+004	1.85476029038819e+000,-9.11157048710999e-001
1.01692671532760e+004	1.85110966703939e+000,-9.16540154767879e-001
1.02400000000008e+004	1.84741430115491e+000,-9.21942171613599e-001
1.03112248325816e+004	1.84367372787108e+000,-9.27362891181154e-001
1.03829450730507e+004	1.83988747973899e+000,-9.32802098401298e-001
1.04551641672424e+004	1.83605508678093e+000,-9.38259571079158e-001
1.05278855849589e+004	1.83217607654355e+000,-9.43735079776953e-001
1.06011128201365e+004	1.82824997415010e+000,-9.49228387699787e-001
1.06748493910139e+004	1.82427630236859e+000,-9.54739250564647e-001
1.07490988403010e+004	1.82025458166411e+000,-9.60267416490232e-001
1.08238647353493e+004	1.81618433027120e+000,-9.65812625865683e-001
1.08991506683232e+004	1.81206506425277e+000,-9.71374611237137e-001
1.09749602563725e+004	1.80789629758150e+000,-9.76953097170845e-001
1.10512971418062e+004	1.80367754219677e+000,-9.82547800146693e-001
1.11281649922677e+004	1.79940830809753e+000,-9.88158428413671e-001
1.12055675009108e+004	1.79508810340755e+000,-9.93784681878748e-001
1.12835083865773e+004	1.79071643446278e+000,-9.99426251974262e-001
1.13619913939756e+004	1.78629280589164e+000,-1.00508282153512e+000
1.14410202938604e+004	1.78181672071228e+000,-1.01075406466129e+000
1.15205988832143e+004	1.77728768040756e+000,-1.01643964660652e+000
1.16007309854299e+004	1.77270518503355e+000,-1.02213922363447e+000
1.16814204504935e+004	1.76806873330919e+000,-1.02785244289793e+000
1.17626711551705e+004	1.76337782271646e+000,-1.03357894231011e+000
1.18444870031910e+004	1.75863194960820e+000,-1.03931835041119e+000
1.19268719254379e+004	1.75383060931375e+000,-1.04507028624043e+000
1.20098298801354e+004	1.74897329624400e+000,-1.05083435921231e+000
1.20933648530393e+004	1.74405950401538e+000,-1.05661016897687e+000
1.21774808576288e+004	1.73908872556078e+000,-1.06239730529715e+000
1.22621819352988e+004	1.73406045325436e+000,-1.06819534791583e+000
1.23474721555543e+004	1.72897417903497e+000,-1.07400386642762e+000
1.24333556162062e+004	1.72382939453472e+000,-1.07982242015015e+000
1.25198364435677e+004	1.71862559121462e+000,-1.08565055799182e+000
1.26069187926529e+004	1.71336226049914e+000,-1.09148781832531e+000
1.26946068473762e+004	1.70803889391711e+000,-1.09733372885845e+000
1.27829048207535e+004	1.70265498324908e+000,-1.10318780650384e+000
1.28718169551045e+004	1.69721002066907e+000,-1.10904955725759e+000
1.29613475222567e+004	1.69170349890729e+000,-1.11491847606354e+000
1.30515008237502e+004	1.68613491139800e+000,-1.12079404669503e+000
1.31422811910451e+004	1.68050375244964e+000,-1.12667574162187e+000
1.32336929857289e+004	1.67480951740283e+000,-1.13256302189217e+000
1.33257405997264e+004	1.66905170279927e+000,-1.13845533700947e+000
1.34184284555107e+004	1.66322980657009e+000,-1.14435212479844e+000
1.35117610063155e+004	1.65734332819407e+000,-1.15025281130055e+000
1.36057427363493e+004	1.65139176889715e+000,-1.15615681064036e+000
1.37003781610108e+004	1.64537463183181e+000,-1.16206352491369e+000
1.37956718271057e+004	1.63929142226929e+000,-1.16797234407028e+000
1.38916283130652e+004	1.63314164780376e+000,-1.17388264579229e+000
1.39882522291661e+004	1.62692481854352e+000,-1.17979379538854e+000
1.40855482177521e+004	1.62064044732376e+000,-1.18570514567707e+000
1.41835209534570e+004	1.61428804991622e+000,-1.19161603687599e+000
1.42821751434293e+004	1.60786714524471e+000,-1.19752579649552e+000
1.43815155275582e+004	1.60137725560174e+000,-1.20343373923471e+000
1.44815468787016e+004	1.59481790687912e+000,-1.20933916687390e+000
1.45822740029152e+004	1.58818862879652e+000,-1.21524136817460e+000
1.46837017396832e+004	1.58148895513155e+000,-1.22113961878437e+000
1.47858349621515e+004	1.57471842396950e+000,-1.22703318113403e+000
1.48886785773611e+004	1.56787657793311e+000,-1.23292130435486e+000
1.49922375264844e+004	1.56096296444915e+000,-1.23880322417690e+000
1.50965167850621e+004	1.55397713599181e+000,-1.24467816284982e+000
1.52015213632427e+004	1.54691865034073e+000,-1.25054532906008e+000
1.53072563060230e+004	1.53978707085666e+000,-1.25640391784342e+000
1.54137266934905e+004	1.53258196673400e+000,-1.26225311051925e+000
1.55209376410677e+004	1.52530291329478e+000,-1.26809207460510e+000
1.56288942997574e+004	1.51794949225241e+000,-1.27391996375758e+000
1.57376018563905e+004	1.51052129200160e+000,-1.27973591770399e+000
1.58470655338753e+004	1.50301790790811e+000,-1.28553906218116e+000
1.59572905914483e+004	1.49543894260008e+000,-1.29132850888083e+000
1.60682823249267e+004	1.48778400627275e+000,-1.29710335539456e+000
1.61800460669632e+004	1.48005271698602e+000,-1.30286268517029e+000
1.62925871873020e+004	1.47224470097505e+000,-1.30860556746921e+000
1.64059110930368e+004	1.46435959296594e+000,-1.31433105732724e+000
1.65200232288705e+004	1.45639703649540e+000,-1.32003819552273e+000
1.66349290773770e+004	1.44835668422451e+000,-1.32572600855484e+000
1.67506341592647e+004	1.44023819828008e+000,-1.33139350861533e+000
1.68671440336412e+004	1.43204125057914e+000,-1.33703969357789e+000
1.69844642982811e+004	1.42376552316560e+000,-1.34266354698892e+000
1.71026005898944e+004	1.41541070855744e+000,-1.34826403806174e+000
1.72215585843975e+004	1.40697651008465e+000,-1.35384012168385e+000
1.73413439971859e+004	1.39846264225466e+000,-1.35939073841925e+000
1.74619625834092e+004	1.38986883108852e+000,-1.36491481453417e+000
1.75834201382466e+004	1.38119481449268e+000,-1.37041126201404e+000
1.77057224971865e+004	1.37244034262210e+000,-1.37587897859384e+000
1.78288755363061e+004	1.36360517824317e+000,-1.38131684779794e+000
1.79528851725538e+004	1.35468909710880e+000,-1.38672373898331e+000
1.80777573640341e+004	1.34569188832868e+000,-1.39209850739414e+000
1.82034981102928e+004	1.33661335476188e+000,-1.39743999421666e+000
1.83301134526064e+004	1.32745331337917e+000,-1.40274702665587e+000
1.84576094742713e+004	1.31821159567485e+000,-1.40801841800171e+000
1.85859923008970e+004	1.30888804803030e+000,-1.41325296772464e+000
1.87152681006996e+004	1.29948253212637e+000,-1.41844946156099e+000
1.88454430847990e+004	1.28999492533561e+000,-1.42360667161723e+000
1.89765235075163e+004	1.28042512111525e+000,-1.42872335648309e+000
1.91085156666754e+004	1.27077302941941e+000,-1.43379826134818e+000
1.92414259039045e+004	1.26103857709076e+000,-1.43883011813625e+000
1.93752606049418e+004	1.25122170828242e+000,-1.44381764563885e+000
1.95100261999414e+004	1.24132238486366e+000,-1.44875954966573e+000
1.96457291637830e+004	1.23134058682308e+000,-1.45365452320601e+000
1.97823760163825e+004	1.22127631269359e+000,-1.45850124659303e+000
1.99199733230052e+004	1.21112957995892e+000,-1.46329838768618e+000
2.00585276945819e+004	1.20090042548160e+000,-1.46804460205633e+000
2.01980457880256e+004	1.19058890590993e+000,-1.47273853318917e+000
2.03385343065522e+004	1.18019509810914e+000,-1.47737881269233e+000
2.04800000000017e+004	1.16971909957359e+000,-1.48196406051870e+000
2.06224496651633e+004	1.15916102885179e+000,-1.48649288519791e+000
2.07658901461015e+004	1.14852102596319e+000,-1.49096388408105e+000
2.09103283344850e+004	1.13779925282848e+000,-1.49537564359300e+000
2.10557711699180e+004	1.12699589369605e+000,-1.49972673949831e+000
2.12022256402732e+004	1.11611115553167e+000,-1.50401573718605e+000
2.13496987820279e+004	1.10514526848787e+000,-1.50824119194868e+000
2.14981976806022e+004	1.09409848628398e+000,-1.51240164929264e+000
2.16477294706989e+004	1.08297108664870e+000,-1.51649564524689e+000
2.17983013366466e+004	1.07176337172077e+000,-1.52052170669217e+000
2.19499205127451e+004	1.06047566848076e+000,-1.52447835169591e+000
2.21025942836125e+004	1.04910832915344e+000,-1.52836408986506e+000
2.22563299845355e+004	1.03766173162958e+000,-1.53217742270733e+000
2.24111350018218e+004	1.02613627986385e+000,-1.53591684400833e+000
2.25670167731549e+004	1.01453240428129e+000,-1.53958084021994e+000
2.27239827879514e+004	1.00285056219423e+000,-1.54316789085918e+000
2.28820405877210e+004	9.91091238185943e-001,-1.54667646892433e+000
2.30411977664287e+004	9.79254944510856e-001,-1.55010504132096e+000
2.32014619708599e+004	9.67342221490310e-001,-1.55345206930128e+000
2.33628409009873e+004	9.55353637887842e-001,-1.55671600891795e+000
2.35253423103412e+004	9.43289791302754e-001,-1.55989531148918e+000
2.36889740063823e+004	9.31151308535187e-001,-1.56298842407812e+000
2.38537438508760e+004	9.18938845961074e-001,-1.56599378998507e+000
2.40196597602709e+004	9.06653089897451e-001,-1.56890984925252e+000
2.41867297060788e+004	8.94294756962969e-001,-1.57173503918366e+000
2.43549617152578e+004	8.81864594408292e-001,-1.57446779487489e+000
2.45243638705977e+004	8.69363380498150e-001,-1.57710654975936e+000
2.46949443111088e+004	8.56791924804278e-001,-1.57964973616608e+000
2.48667112324127e+004	8.44151068559660e-001,-1.58209578589060e+000
2.50396728871357e+004	8.31441684972553e-001,-1.58444313077912e+000
2.52138375853060e+004	8.18664679540278e-001,-1.58669020332605e+000
2.53892136947526e+004	8.05820990334115e-001,-1.58883543728377e+000
2.55658096415072e+004	7.92911588314536e-001,-1.59087726828632e+000
2.57436339102092e+004	7.79937477598961e-001,-1.59281413448492e+000
2.59226950445135e+004	7.66899695733697e-001,-1.59464447719696e+000
2.61030016475007e+004	7.53799313958332e-001,-1.59636674156684e+000
2.62845623820905e+004	7.40637437456511e-001,-1.59797937724047e+000
2.64673859714581e+004	7.27415205586596e-001,-1.59948083905080e+000
2.66514811994531e+004	7.14133792120012e-001,-1.60086958771717e+000
2.68368569110216e+004	7.00794405438120e-001,-1.60214409055466e+000
2.70235220126312e+004	6.87398288747578e-001,-1.60330282219799e+000
2.72114854726989e+004	6.73946720260041e-001,-1.60434426533474e+000
2.74007563220219e+004	6.60441013371542e-001,-1.60526691145263e+000
2.75913436542117e+004	6.46882516809876e-001,-1.60606926159467e+000
2.77832566261307e+004	6.33272614793886e-001,-1.60674982712981e+000
2.79765044583324e+004	6.19612727157782e-001,-1.60730713053164e+000
2.81710964355044e+004	6.05904309462170e-001,-1.60773970616815e+000
2.83670419069142e+004	5.92148853110814e-001,-1.60804610110540e+000
2.85643502868587e+004	5.78347885394124e-001,-1.60822487591143e+000
2.87630310551166e+004	5.64502969608876e-001,-1.60827460548726e+000
2.89630937574035e+004	5.50615705067375e-001,-1.60819387988983e+000
2.91645480058305e+004	5.36687727145522e-001,-1.60798130517561e+000
2.93674034793667e+004	5.22720707291893e-001,-1.60763550424795e+000
2.95716699243033e+004	5.08716353043433e-001,-1.60715511772081e+000
2.97773571547225e+004	4.94676407965017e-001,-1.60653880477513e+000
2.99844750529690e+004	4.80602651651602e-001,-1.60578524404490e+000
3.01930335701244e+004	4.66496899644104e-001,-1.60489313449353e+000
3.04030427264856e+004	4.52361003351377e-001,-1.60386119630429e+000
3.06145126120462e+004	4.38196849951828e-001,-1.60268817177771e+000
3.08274533869813e+004	4.24006362289593e-001,-1.60137282624039e+000
3.10418752821356e+004	4.09791498710582e-001,-1.59991394894826e+000
3.12577885995150e+004	3.95554252911662e-001,-1.59831035400578e+000
3.14752037127812e+004	3.81296653766951e-001,-1.59656088129073e+000
3.16941310677509e+004	3.67020765108734e-001,-1.59466439737658e+000
3.19145811828968e+004	3.52728685505522e-001,-1.59261979646505e+000
3.21365646498537e+004	3.38422548016276e-001,-1.59042600132252e+000
3.23600921339267e+004	3.24104519928671e-001,-1.58808196422464e+000
3.25851743746043e+004	3.09776802435975e-001,-1.58558666788629e+000
3.28118221860738e+004	2.95441630352516e-001,-1.58293912642143e+000
3.30400464577412e+004	2.81101271749506e-001,-1.58013838628137e+000
3.32698581547543e+004	2.66758027596706e-001,-1.57718352720677e+000
3.35012683185296e+004	2.52414231384770e-001,-1.57407366318477e+000
3.37342880672828e+004	2.38072248688449e-001,-1.57080794338983e+000
3.39689285965625e+004	2.23734476750704e-001,-1.56738555314627e+000
3.42052011797890e+004	2.09403344002223e-001,-1.56380571487180e+000
3.44431171687952e+004	1.95081309588193e-001,-1.56006768903641e+000
3.46826879943722e+004	1.80770862838077e-001,-1.55617077510329e+000
3.49239251668186e+004	1.66474522736251e-001,-1.55211431248180e+000
3.51668402764935e+004	1.52194837359761e-001,-1.54789768147487e+000
3.54114449943733e+004	1.37934383273127e-001,-1.54352030421262e+000
3.56577510726124e+004	1.23695764919752e-001,-1.53898164559608e+000
3.59057703451080e+004	1.09481613976199e-001,-1.53428121423047e+000
3.61555147280684e+004	9.52945886823659e-002,-1.52941856335457e+000
3.64069962205859e+004	8.11373731330265e-002,-1.52439329175771e+000
3.66602269052130e+004	6.70126765610113e-002,-1.51920504470053e+000
3.69152189485429e+004	5.29232325871246e-002,-1.51385351482854e+000
3.71719846017942e+004	3.88717984333492e-002,-1.50833844306740e+000
3.74305362013996e+004	2.48611541133067e-002,-1.50265961951705e+000
3.76908861695982e+004	1.08941016027334e-002,-1.49681688433850e+000
3.79530470150330e+004	-3.02653602547961e-003,-1.49081012862902e+000
3.82170313333510e+004	-1.68979154977740e-002,-1.48463929528042e+000
3.84828518078094e+004	-3.07171742491642e-002,-1.47830437984174e+000
3.87505212098839e+004	-4.44814313803068e-002,-1.47180543135030e+000
3.90200523998832e+004	-5.81877886352709e-002,-1.46514255315859e+000
3.92914583275663e+004	-7.18333313836403e-002,-1.45831590376816e+000
3.95647520327652e+004	-8.54151296852025e-002,-1.45132569759917e+000
3.98399466460108e+004	-9.89302393263776e-002,-1.44417220579792e+000
4.01170553891641e+004	-1.12375702913479e-001,-1.43685575700122e+000
4.03960915760516e+004	-1.25748550996334e-001,-1.42937673808304e+000
4.06770686131046e+004	-1.39045803209399e-001,-1.42173559489053e+000
4.09600000000037e+004	-1.52264469442920e-001,-1.41393283296475e+000
4.12448993303269e+004	-1.65401551050524e-001,-1.40596901822910e+000
4.15317802922033e+004	-1.78454042069761e-001,-1.39784477767610e+000
4.18206566689704e+004	-1.91418930489304e-001,-1.38956080001145e+000
4.21115423398363e+004	-2.04293199527051e-001,-1.38111783629583e+000
4.24044512805467e+004	-2.17073828953777e-001,-1.37251670054142e+000
4.26993975640562e+004	-2.29757796417542e-001,-1.36375827031770e+000
4.29963953612047e+004	-2.42342078826669e-001,-1.35484348729509e+000
4.32954589413981e+004	-2.54823653739478e-001,-1.34577335778538e+000
4.35966026732936e+004	-2.67199500779174e-001,-1.33654895325912e+000
4.38998410254906e+004	-2.79466603101410e-001,-1.32717141080246e+000
4.42051885672254e+004	-2.91621948851792e-001,-1.31764193358995e+000
4.45126599690714e+004	-3.03662532674420e-001,-1.30796179129609e+000
4.48222700036440e+004	-3.15585357238290e-001,-1.29813232048624e+000
4.51340335463101e+004	-3.27387434786793e-001,-1.28815492497844e+000
4.54479655759031e+004	-3.39065788722325e-001,-1.27803107615511e+000
4.57640811754423e+004	-3.50617455197125e-001,-1.26776231327104e+000
4.60823955328578e+004	-3.62039484747424e-001,-1.25735024369331e+000
4.64029239417202e+004	-3.73328943937119e-001,-1.24679654312778e+000
4.67256818019749e+004	-3.84482917033212e-001,-1.23610295579263e+000
4.70506846206829e+004	-3.95498507690931e-001,-1.22527129457592e+000
4.73779480127649e+004	-4.06372840684832e-001,-1.21430344110742e+000
4.77074877017523e+004	-4.17103063624915e-001,-1.20320134585662e+000
4.80393195205422e+004	-4.27686348725935e-001,-1.19196702812693e+000
4.83734594121580e+004	-4.38119894582401e-001,-1.18060257602852e+000
4.87099234305159e+004	-4.48400927952862e-001,-1.16911014643029e+000
4.90487277411958e+004	-4.58526705581059e-001,-1.15749196482275e+000
4.93898886222181e+004	-4.68494516015658e-001,-1.14575032517200e+000
4.97334224648257e+004	-4.78301681456393e-001,-1.13388758970625e+000
5.00793457742717e+004	-4.87945559614404e-001,-1.12190618864608e+000
