Freq.	a	b	gain
7.21000e+003	(-4.60357e+001dB,-8.48072e+001°)	(-9.65010e+001dB,-1.38452e+001°)	(5.04653e+001dB,-7.09620e+001°)
7.26015e+003	(-4.60357e+001dB,-8.47712e+001°)	(-9.62405e+001dB,-1.32977e+001°)	(5.02049e+001dB,-7.14734e+001°)
7.31065e+003	(-4.60357e+001dB,-8.47348e+001°)	(-9.59866e+001dB,-1.27820e+001°)	(4.99510e+001dB,-7.19528e+001°)
7.36150e+003	(-4.60356e+001dB,-8.46984e+001°)	(-9.57388e+001dB,-1.22949e+001°)	(4.97032e+001dB,-7.24035e+001°)
7.41270e+003	(-4.60356e+001dB,-8.46615e+001°)	(-9.54969e+001dB,-1.18347e+001°)	(4.94613e+001dB,-7.28267e+001°)
7.46426e+003	(-4.60356e+001dB,-8.46246e+001°)	(-9.52606e+001dB,-1.13989e+001°)	(4.92251e+001dB,-7.32256e+001°)
7.51618e+003	(-4.60356e+001dB,-8.45873e+001°)	(-9.50298e+001dB,-1.09860e+001°)	(4.89942e+001dB,-7.36013e+001°)
7.56846e+003	(-4.60355e+001dB,-8.45497e+001°)	(-9.48041e+001dB,-1.05942e+001°)	(4.87686e+001dB,-7.39555e+001°)
7.62110e+003	(-4.60355e+001dB,-8.45116e+001°)	(-9.45833e+001dB,-1.02222e+001°)	(4.85478e+001dB,-7.42894e+001°)
7.67411e+003	(-4.60355e+001dB,-8.44734e+001°)	(-9.43673e+001dB,-9.86808e+000°)	(4.83318e+001dB,-7.46053e+001°)
7.72749e+003	(-4.60354e+001dB,-8.44351e+001°)	(-9.41558e+001dB,-9.53094e+000°)	(4.81204e+001dB,-7.49041e+001°)
7.78124e+003	(-4.60354e+001dB,-8.43965e+001°)	(-9.39487e+001dB,-9.20946e+000°)	(4.79133e+001dB,-7.51870e+001°)
7.83536e+003	(-4.60354e+001dB,-8.43578e+001°)	(-9.37458e+001dB,-8.90251e+000°)	(4.77104e+001dB,-7.54553e+001°)
7.88986e+003	(-4.60354e+001dB,-8.43186e+001°)	(-9.35469e+001dB,-8.60961e+000°)	(4.75115e+001dB,-7.57090e+001°)
7.94474e+003	(-4.60353e+001dB,-8.42790e+001°)	(-9.33518e+001dB,-8.32976e+000°)	(4.73165e+001dB,-7.59492e+001°)
8.00000e+003	(-4.60354e+001dB,-8.42394e+001°)	(-9.31606e+001dB,-8.06168e+000°)	(4.71252e+001dB,-7.61777e+001°)
8.05564e+003	(-4.60354e+001dB,-8.41995e+001°)	(-9.29728e+001dB,-7.80485e+000°)	(4.69374e+001dB,-7.63946e+001°)
8.11168e+003	(-4.60353e+001dB,-8.41592e+001°)	(-9.27883e+001dB,-7.55879e+000°)	(4.67530e+001dB,-7.66004e+001°)
8.16810e+003	(-4.60353e+001dB,-8.41187e+001°)	(-9.26073e+001dB,-7.32277e+000°)	(4.65720e+001dB,-7.67959e+001°)
8.22491e+003	(-4.60353e+001dB,-8.40777e+001°)	(-9.24294e+001dB,-7.09621e+000°)	(4.63941e+001dB,-7.69815e+001°)
8.28212e+003	(-4.60353e+001dB,-8.40365e+001°)	(-9.22546e+001dB,-6.87856e+000°)	(4.62193e+001dB,-7.71579e+001°)
8.33973e+003	(-4.60352e+001dB,-8.39951e+001°)	(-9.20826e+001dB,-6.66914e+000°)	(4.60474e+001dB,-7.73259e+001°)
8.39773e+003	(-4.60352e+001dB,-8.39532e+001°)	(-9.19136e+001dB,-6.46774e+000°)	(4.58784e+001dB,-7.74855e+001°)
8.45614e+003	(-4.60352e+001dB,-8.39112e+001°)	(-9.17472e+001dB,-6.27365e+000°)	(4.57120e+001dB,-7.76375e+001°)
8.51496e+003	(-4.60352e+001dB,-8.38689e+001°)	(-9.15836e+001dB,-6.08675e+000°)	(4.55484e+001dB,-7.77821e+001°)
8.57419e+003	(-4.60352e+001dB,-8.38263e+001°)	(-9.14225e+001dB,-5.90635e+000°)	(4.53873e+001dB,-7.79200e+001°)
8.63383e+003	(-4.60352e+001dB,-8.37832e+001°)	(-9.12638e+001dB,-5.73261e+000°)	(4.52286e+001dB,-7.80506e+001°)
8.69388e+003	(-4.60352e+001dB,-8.37401e+001°)	(-9.11075e+001dB,-5.56455e+000°)	(4.50723e+001dB,-7.81755e+001°)
8.75435e+003	(-4.60352e+001dB,-8.36968e+001°)	(-9.09536e+001dB,-5.40208e+000°)	(4.49184e+001dB,-7.82947e+001°)
8.81524e+003	(-4.60352e+001dB,-8.36529e+001°)	(-9.08019e+001dB,-5.24527e+000°)	(4.47667e+001dB,-7.84077e+001°)
8.87656e+003	(-4.60352e+001dB,-8.36089e+001°)	(-9.06523e+001dB,-5.09361e+000°)	(4.46171e+001dB,-7.85152e+001°)
8.93830e+003	(-4.60352e+001dB,-8.35645e+001°)	(-9.05049e+001dB,-4.94678e+000°)	(4.44697e+001dB,-7.86177e+001°)
9.00047e+003	(-4.60351e+001dB,-8.35196e+001°)	(-9.03594e+001dB,-4.80481e+000°)	(4.43243e+001dB,-7.87148e+001°)
9.06307e+003	(-4.60351e+001dB,-8.34746e+001°)	(-9.02159e+001dB,-4.66715e+000°)	(4.41808e+001dB,-7.88074e+001°)
9.12611e+003	(-4.60351e+001dB,-8.34292e+001°)	(-9.00743e+001dB,-4.53366e+000°)	(4.40392e+001dB,-7.88956e+001°)
9.18959e+003	(-4.60351e+001dB,-8.33835e+001°)	(-8.99345e+001dB,-4.40431e+000°)	(4.38994e+001dB,-7.89792e+001°)
9.25351e+003	(-4.60351e+001dB,-8.33375e+001°)	(-8.97965e+001dB,-4.27878e+000°)	(4.37615e+001dB,-7.90587e+001°)
9.31787e+003	(-4.60351e+001dB,-8.32912e+001°)	(-8.96603e+001dB,-4.15683e+000°)	(4.36252e+001dB,-7.91343e+001°)
9.38268e+003	(-4.60350e+001dB,-8.32447e+001°)	(-8.95257e+001dB,-4.03828e+000°)	(4.34907e+001dB,-7.92065e+001°)
9.44794e+003	(-4.60351e+001dB,-8.31979e+001°)	(-8.93928e+001dB,-3.92311e+000°)	(4.33577e+001dB,-7.92748e+001°)
9.51366e+003	(-4.60351e+001dB,-8.31504e+001°)	(-8.92614e+001dB,-3.81143e+000°)	(4.32263e+001dB,-7.93389e+001°)
9.57983e+003	(-4.60351e+001dB,-8.31027e+001°)	(-8.91316e+001dB,-3.70270e+000°)	(4.30965e+001dB,-7.94000e+001°)
9.64646e+003	(-4.60350e+001dB,-8.30548e+001°)	(-8.90032e+001dB,-3.59683e+000°)	(4.29682e+001dB,-7.94580e+001°)
9.71356e+003	(-4.60350e+001dB,-8.30065e+001°)	(-8.88763e+001dB,-3.49384e+000°)	(4.28413e+001dB,-7.95127e+001°)
9.78112e+003	(-4.60350e+001dB,-8.29578e+001°)	(-8.87509e+001dB,-3.39362e+000°)	(4.27159e+001dB,-7.95642e+001°)
9.84916e+003	(-4.60350e+001dB,-8.29089e+001°)	(-8.86269e+001dB,-3.29606e+000°)	(4.25920e+001dB,-7.96129e+001°)
9.91766e+003	(-4.60350e+001dB,-8.28598e+001°)	(-8.85043e+001dB,-3.20078e+000°)	(4.24693e+001dB,-7.96590e+001°)
9.98664e+003	(-4.60350e+001dB,-8.28101e+001°)	(-8.83829e+001dB,-3.10792e+000°)	(4.23478e+001dB,-7.97022e+001°)
1.00561e+004	(-4.60350e+001dB,-8.27602e+001°)	(-8.82627e+001dB,-3.01738e+000°)	(4.22278e+001dB,-7.97428e+001°)
1.01261e+004	(-4.60350e+001dB,-8.27097e+001°)	(-8.81438e+001dB,-2.92924e+000°)	(4.21088e+001dB,-7.97804e+001°)
1.01965e+004	(-4.60350e+001dB,-8.26591e+001°)	(-8.80261e+001dB,-2.84294e+000°)	(4.19911e+001dB,-7.98161e+001°)
1.02674e+004	(-4.60350e+001dB,-8.26079e+001°)	(-8.79096e+001dB,-2.75883e+000°)	(4.18746e+001dB,-7.98491e+001°)
1.03388e+004	(-4.60351e+001dB,-8.25567e+001°)	(-8.77942e+001dB,-2.67645e+000°)	(4.17592e+001dB,-7.98802e+001°)
1.04107e+004	(-4.60351e+001dB,-8.25047e+001°)	(-8.76800e+001dB,-2.59627e+000°)	(4.16449e+001dB,-7.99085e+001°)
1.04831e+004	(-4.60350e+001dB,-8.24528e+001°)	(-8.75667e+001dB,-2.51754e+000°)	(4.15317e+001dB,-7.99353e+001°)
1.05561e+004	(-4.60350e+001dB,-8.24001e+001°)	(-8.74546e+001dB,-2.44102e+000°)	(4.14196e+001dB,-7.99590e+001°)
1.06295e+004	(-4.60350e+001dB,-8.23473e+001°)	(-8.73435e+001dB,-2.36580e+000°)	(4.13085e+001dB,-7.99815e+001°)
1.07034e+004	(-4.60351e+001dB,-8.22942e+001°)	(-8.72334e+001dB,-2.29219e+000°)	(4.11984e+001dB,-8.00020e+001°)
1.07779e+004	(-4.60351e+001dB,-8.22405e+001°)	(-8.71243e+001dB,-2.22024e+000°)	(4.10892e+001dB,-8.00203e+001°)
1.08528e+004	(-4.60351e+001dB,-8.21866e+001°)	(-8.70162e+001dB,-2.14974e+000°)	(4.09811e+001dB,-8.00369e+001°)
1.09283e+004	(-4.60351e+001dB,-8.21324e+001°)	(-8.69090e+001dB,-2.08071e+000°)	(4.08740e+001dB,-8.00517e+001°)
1.10043e+004	(-4.60350e+001dB,-8.20777e+001°)	(-8.68027e+001dB,-2.01312e+000°)	(4.07677e+001dB,-8.00645e+001°)
1.10809e+004	(-4.60350e+001dB,-8.20226e+001°)	(-8.66974e+001dB,-1.94689e+000°)	(4.06624e+001dB,-8.00757e+001°)
1.11579e+004	(-4.60351e+001dB,-8.19671e+001°)	(-8.65928e+001dB,-1.88187e+000°)	(4.05578e+001dB,-8.00852e+001°)
1.12356e+004	(-4.60350e+001dB,-8.19112e+001°)	(-8.64891e+001dB,-1.81806e+000°)	(4.04541e+001dB,-8.00931e+001°)
1.13137e+004	(-4.60350e+001dB,-8.18550e+001°)	(-8.63863e+001dB,-1.75551e+000°)	(4.03512e+001dB,-8.00994e+001°)
1.13924e+004	(-4.60350e+001dB,-8.17984e+001°)	(-8.62842e+001dB,-1.69407e+000°)	(4.02492e+001dB,-8.01043e+001°)
1.14716e+004	(-4.60351e+001dB,-8.17413e+001°)	(-8.61830e+001dB,-1.63385e+000°)	(4.01480e+001dB,-8.01074e+001°)
1.15514e+004	(-4.60351e+001dB,-8.16839e+001°)	(-8.60826e+001dB,-1.57461e+000°)	(4.00475e+001dB,-8.01093e+001°)
1.16318e+004	(-4.60351e+001dB,-8.16260e+001°)	(-8.59829e+001dB,-1.51649e+000°)	(3.99478e+001dB,-8.01095e+001°)
1.17127e+004	(-4.60351e+001dB,-8.15678e+001°)	(-8.58839e+001dB,-1.45936e+000°)	(3.98488e+001dB,-8.01084e+001°)
1.17942e+004	(-4.60351e+001dB,-8.15091e+001°)	(-8.57857e+001dB,-1.40324e+000°)	(3.97506e+001dB,-8.01059e+001°)
1.18762e+004	(-4.60351e+001dB,-8.14503e+001°)	(-8.56883e+001dB,-1.34793e+000°)	(3.96532e+001dB,-8.01023e+001°)
1.19588e+004	(-4.60351e+001dB,-8.13909e+001°)	(-8.55915e+001dB,-1.29354e+000°)	(3.95564e+001dB,-8.00974e+001°)
1.20420e+004	(-4.60352e+001dB,-8.13310e+001°)	(-8.54954e+001dB,-1.24018e+000°)	(3.94602e+001dB,-8.00908e+001°)
1.21257e+004	(-4.60352e+001dB,-8.12708e+001°)	(-8.54000e+001dB,-1.18752e+000°)	(3.93648e+001dB,-8.00832e+001°)
1.22101e+004	(-4.60352e+001dB,-8.12101e+001°)	(-8.53052e+001dB,-1.13571e+000°)	(3.92700e+001dB,-8.00744e+001°)
1.22950e+004	(-4.60353e+001dB,-8.11488e+001°)	(-8.52110e+001dB,-1.08483e+000°)	(3.91758e+001dB,-8.00640e+001°)
1.23805e+004	(-4.60353e+001dB,-8.10873e+001°)	(-8.51175e+001dB,-1.03456e+000°)	(3.90822e+001dB,-8.00528e+001°)
1.24666e+004	(-4.60353e+001dB,-8.10253e+001°)	(-8.50246e+001dB,-9.85140e-001°)	(3.89893e+001dB,-8.00402e+001°)
1.25533e+004	(-4.60353e+001dB,-8.09629e+001°)	(-8.49323e+001dB,-9.36356e-001°)	(3.88969e+001dB,-8.00266e+001°)
1.26407e+004	(-4.60353e+001dB,-8.09000e+001°)	(-8.48405e+001dB,-8.88447e-001°)	(3.88052e+001dB,-8.00115e+001°)
1.27286e+004	(-4.60354e+001dB,-8.08367e+001°)	(-8.47494e+001dB,-8.40948e-001°)	(3.87140e+001dB,-7.99958e+001°)
1.28171e+004	(-4.60354e+001dB,-8.07732e+001°)	(-8.46588e+001dB,-7.94112e-001°)	(3.86235e+001dB,-7.99791e+001°)
1.29063e+004	(-4.60354e+001dB,-8.07089e+001°)	(-8.45688e+001dB,-7.48073e-001°)	(3.85334e+001dB,-7.99609e+001°)
1.29960e+004	(-4.60354e+001dB,-8.06444e+001°)	(-8.44793e+001dB,-7.02544e-001°)	(3.84439e+001dB,-7.99418e+001°)
1.30864e+004	(-4.60355e+001dB,-8.05790e+001°)	(-8.43904e+001dB,-6.57906e-001°)	(3.83550e+001dB,-7.99211e+001°)
1.31775e+004	(-4.60354e+001dB,-8.05136e+001°)	(-8.43020e+001dB,-6.13512e-001°)	(3.82666e+001dB,-7.99001e+001°)
1.32691e+004	(-4.60354e+001dB,-8.04476e+001°)	(-8.42141e+001dB,-5.69762e-001°)	(3.81787e+001dB,-7.98778e+001°)
1.33614e+004	(-4.60355e+001dB,-8.03812e+001°)	(-8.41268e+001dB,-5.26511e-001°)	(3.80913e+001dB,-7.98547e+001°)
1.34543e+004	(-4.60355e+001dB,-8.03144e+001°)	(-8.40398e+001dB,-4.83696e-001°)	(3.80044e+001dB,-7.98307e+001°)
1.35479e+004	(-4.60355e+001dB,-8.02471e+001°)	(-8.39535e+001dB,-4.41374e-001°)	(3.79179e+001dB,-7.98057e+001°)
1.36422e+004	(-4.60356e+001dB,-8.01793e+001°)	(-8.38675e+001dB,-3.99490e-001°)	(3.78319e+001dB,-7.97798e+001°)
1.37370e+004	(-4.60356e+001dB,-8.01110e+001°)	(-8.37820e+001dB,-3.58232e-001°)	(3.77464e+001dB,-7.97527e+001°)
1.38326e+004	(-4.60355e+001dB,-8.00423e+001°)	(-8.36970e+001dB,-3.17295e-001°)	(3.76614e+001dB,-7.97250e+001°)
1.39288e+004	(-4.60356e+001dB,-7.99731e+001°)	(-8.36124e+001dB,-2.76749e-001°)	(3.75768e+001dB,-7.96963e+001°)
1.40257e+004	(-4.60357e+001dB,-7.99033e+001°)	(-8.35283e+001dB,-2.36730e-001°)	(3.74926e+001dB,-7.96666e+001°)
1.41232e+004	(-4.60357e+001dB,-7.98331e+001°)	(-8.34446e+001dB,-1.97133e-001°)	(3.74090e+001dB,-7.96359e+001°)
1.42215e+004	(-4.60356e+001dB,-7.97624e+001°)	(-8.33614e+001dB,-1.57944e-001°)	(3.73258e+001dB,-7.96045e+001°)
1.43204e+004	(-4.60356e+001dB,-7.96911e+001°)	(-8.32785e+001dB,-1.19132e-001°)	(3.72429e+001dB,-7.95720e+001°)
1.44200e+004	(-4.60357e+001dB,-7.96195e+001°)	(-8.31960e+001dB,-8.04466e-002°)	(3.71603e+001dB,-7.95390e+001°)
1.45203e+004	(-4.60357e+001dB,-7.95472e+001°)	(-8.31139e+001dB,-4.23659e-002°)	(3.70782e+001dB,-7.95048e+001°)
1.46213e+004	(-4.60357e+001dB,-7.94745e+001°)	(-8.30323e+001dB,-4.47610e-003°)	(3.69966e+001dB,-7.94701e+001°)
1.47230e+004	(-4.60357e+001dB,-7.94013e+001°)	(-8.29511e+001dB,3.29836e-002°)	(3.69153e+001dB,-7.94343e+001°)
1.48254e+004	(-4.60358e+001dB,-7.93273e+001°)	(-8.28702e+001dB,6.99149e-002°)	(3.68345e+001dB,-7.93972e+001°)
1.49285e+004	(-4.60358e+001dB,-7.92531e+001°)	(-8.27898e+001dB,1.06843e-001°)	(3.67539e+001dB,-7.93599e+001°)
1.50324e+004	(-4.60359e+001dB,-7.91784e+001°)	(-8.27097e+001dB,1.43548e-001°)	(3.66738e+001dB,-7.93220e+001°)
1.51369e+004	(-4.60359e+001dB,-7.91032e+001°)	(-8.26299e+001dB,1.79878e-001°)	(3.65940e+001dB,-7.92831e+001°)
1.52422e+004	(-4.60359e+001dB,-7.90273e+001°)	(-8.25505e+001dB,2.15780e-001°)	(3.65146e+001dB,-7.92431e+001°)
1.53482e+004	(-4.60360e+001dB,-7.89509e+001°)	(-8.24715e+001dB,2.51581e-001°)	(3.64355e+001dB,-7.92025e+001°)
1.54550e+004	(-4.60360e+001dB,-7.88742e+001°)	(-8.23928e+001dB,2.87183e-001°)	(3.63568e+001dB,-7.91613e+001°)
1.55625e+004	(-4.60360e+001dB,-7.87969e+001°)	(-8.23145e+001
