frequency	V(inoise)	V(onoise)
1.412537544622731e+004	8.499935e-008	1.276827e-008
1.445439770745904e+004	8.499838e-008	1.275967e-008
1.479108388168183e+004	8.499737e-008	1.275069e-008
1.513561248436183e+004	8.499632e-008	1.274131e-008
1.548816618912456e+004	8.499521e-008	1.273152e-008
1.584893192461087e+004	8.499405e-008	1.272130e-008
1.621810097358903e+004	8.499283e-008	1.271063e-008
1.659586907437533e+004	8.499156e-008	1.269949e-008
1.698243652461716e+004	8.499023e-008	1.268787e-008
1.737800828749346e+004	8.498884e-008	1.267575e-008
1.778279410038893e+004	8.498738e-008	1.266311e-008
1.819700858609953e+004	8.498586e-008	1.264992e-008
1.862087136662836e+004	8.498426e-008	1.263616e-008
1.905460717963215e+004	8.498259e-008	1.262182e-008
1.949844599758012e+004	8.498084e-008	1.260687e-008
1.995262314968846e+004	8.497901e-008	1.259129e-008
2.041737944669495e+004	8.497710e-008	1.257506e-008
2.089296130854004e+004	8.497509e-008	1.255815e-008
2.137962089502196e+004	8.497300e-008	1.254053e-008
2.187761623949515e+004	8.497081e-008	1.252219e-008
2.238721138568302e+004	8.496852e-008	1.250310e-008
2.290867652767734e+004	8.496612e-008	1.248323e-008
2.344228815319882e+004	8.496362e-008	1.246255e-008
2.398832919019449e+004	8.496099e-008	1.244104e-008
2.454708915684988e+004	8.495825e-008	1.241867e-008
2.511886431509537e+004	8.495539e-008	1.239542e-008
2.570395782768820e+004	8.495240e-008	1.237125e-008
2.630267991895336e+004	8.494926e-008	1.234614e-008
2.691534803926869e+004	8.494600e-008	1.232007e-008
2.754228703338119e+004	8.494258e-008	1.229299e-008
2.818382931264405e+004	8.493900e-008	1.226489e-008
2.884031503126556e+004	8.493527e-008	1.223574e-008
2.951209226666335e+004	8.493137e-008	1.220550e-008
3.019951720401964e+004	8.492730e-008	1.217415e-008
3.090295432513537e+004	8.492304e-008	1.214167e-008
3.162277660168324e+004	8.491860e-008	1.210802e-008
3.235936569296226e+004	8.491396e-008	1.207318e-008
3.311311214825853e+004	8.490912e-008	1.203712e-008
3.388441561391966e+004	8.490407e-008	1.199982e-008
3.467368504525255e+004	8.489879e-008	1.196126e-008
3.548133892335692e+004	8.489328e-008	1.192141e-008
3.630780547700949e+004	8.488754e-008	1.188024e-008
3.715352290971659e+004	8.488154e-008	1.183774e-008
3.801893963205544e+004	8.487529e-008	1.179389e-008
3.890451449942737e+004	8.486877e-008	1.174867e-008
3.981071705534901e+004	8.486197e-008	1.170207e-008
4.073802778041054e+004	8.485488e-008	1.165407e-008
4.168693834703279e+004	8.484750e-008	1.160465e-008
4.265795188015849e+004	8.483980e-008	1.155382e-008
4.365158322401581e+004	8.483178e-008	1.150155e-008
4.466835921509550e+004	8.482343e-008	1.144785e-008
4.570881896148667e+004	8.481474e-008	1.139272e-008
4.677351412871897e+004	8.480568e-008	1.133615e-008
4.786300923226296e+004	8.479626e-008	1.127815e-008
4.897788193684373e+004	8.478645e-008	1.121872e-008
5.011872336272631e+004	8.477625e-008	1.115787e-008
5.128613839913555e+004	8.476565e-008	1.109563e-008
5.248074602497630e+004	8.475462e-008	1.103199e-008
5.370317963702428e+004	8.474316e-008	1.096699e-008
5.495408738576144e+004	8.473125e-008	1.090064e-008
5.623413251903386e+004	8.471889e-008	1.083297e-008
5.754399373371462e+004	8.470605e-008	1.076401e-008
5.888436553555779e+004	8.469273e-008	1.069380e-008
6.025595860743464e+004	8.467891e-008	1.062238e-008
6.165950018614706e+004	8.466457e-008	1.054977e-008
6.309573444801814e+004	8.464971e-008	1.047604e-008
6.456542290346434e+004	8.463432e-008	1.040122e-008
6.606934480075835e+004	8.461836e-008	1.032536e-008
6.760829753919689e+004	8.460186e-008	1.024853e-008
6.918309709189233e+004	8.458477e-008	1.017078e-008
7.079457843841244e+004	8.456710e-008	1.009216e-008
7.244359600749762e+004	8.454883e-008	1.001275e-008
7.413102413009033e+004	8.452995e-008	9.932609e-009
7.585775750291692e+004	8.451045e-008	9.851801e-009
7.762471166286769e+004	8.449034e-008	9.770400e-009
7.943282347242662e+004	8.446958e-008	9.688478e-009
8.128305161640835e+004	8.444818e-008	9.606107e-009
8.317637711026549e+004	8.442613e-008	9.523365e-009
8.511380382023599e+004	8.440342e-008	9.440329e-009
8.709635899560637e+004	8.438006e-008	9.357073e-009
8.912509381337282e+004	8.435603e-008	9.273678e-009
9.120108393558920e+004	8.433133e-008	9.190221e-009
9.332543007969728e+004	8.430597e-008	9.106781e-009
9.549925860214172e+004	8.427994e-008	9.023436e-009
9.772372209557916e+004	8.425324e-008	8.940265e-009
9.999999999999804e+004	8.422589e-008	8.857342e-009
1.023292992280734e+005	8.419787e-008	8.774746e-009
1.047128548050879e+005	8.416921e-008	8.692550e-009
1.071519305237585e+005	8.413990e-008	8.610828e-009
1.096478196143163e+005	8.410996e-008	8.529650e-009
1.122018454301941e+005	8.407939e-008	8.449086e-009
1.148153621496860e+005	8.404822e-008	8.369203e-009
1.174897554939506e+005	8.401644e-008	8.290066e-009
1.202264434617389e+005	8.398410e-008	8.211738e-009
1.230268770812357e+005	8.395119e-008	8.134278e-009
1.258925411794142e+005	8.391773e-008	8.057742e-009
1.288249551693108e+005	8.388377e-008	7.982186e-009
1.318256738556380e+005	8.384930e-008	7.907658e-009
1.348962882591626e+005	8.381437e-008	7.834207e-009
1.380384264602857e+005	8.377899e-008	7.761878e-009
1.412537544622725e+005	8.374320e-008	7.690711e-009
1.445439770745898e+005	8.370701e-008	7.620746e-009
1.479108388168177e+005	8.367046e-008	7.552016e-009
1.513561248436177e+005	8.363359e-008	7.484553e-009
1.548816618912449e+005	8.359643e-008	7.418385e-009
1.584893192461081e+005	8.355901e-008	7.353536e-009
1.621810097358896e+005	8.352136e-008	7.290030e-009
1.659586907437526e+005	8.348351e-008	7.227885e-009
1.698243652461709e+005	8.344550e-008	7.167115e-009
1.737800828749339e+005	8.340736e-008	7.107735e-009
1.778279410038886e+005	8.336914e-008	7.049753e-009
1.819700858609946e+005	8.333087e-008	6.993177e-009
1.862087136662829e+005	8.329257e-008	6.938010e-009
1.905460717963207e+005	8.325428e-008	6.884254e-009
1.949844599758005e+005	8.321604e-008	6.831910e-009
1.995262314968838e+005	8.317787e-008	6.780973e-009
2.041737944669486e+005	8.313982e-008	6.731438e-009
2.089296130853995e+005	8.310191e-008	6.683298e-009
2.137962089502187e+005	8.306416e-008	6.636543e-009
2.187761623949506e+005	8.302661e-008	6.591163e-009
2.238721138568292e+005	8.298927e-008	6.547143e-009
2.290867652767724e+005	8.295219e-008	6.504470e-009
2.344228815319872e+005	8.291537e-008	6.463128e-009
2.398832919019439e+005	8.287884e-008	6.423099e-009
2.454708915684978e+005	8.284262e-008	6.384365e-009
2.511886431509526e+005	8.280672e-008	6.346907e-009
2.570395782768809e+005	8.277116e-008	6.310703e-009
2.630267991895325e+005	8.273595e-008	6.275733e-009
2.691534803926857e+005	8.270110e-008	6.241974e-009
2.754228703338107e+005	8.266662e-008	6.209403e-009
2.818382931264393e+005	8.263251e-008	6.177998e-009
2.884031503126543e+005	8.259877e-008	6.147735e-009
2.951209226666322e+005	8.256543e-008	6.118589e-009
3.019951720401950e+005	8.253245e-008	6.090537e-009
3.090295432513523e+005	8.249985e-008	6.063555e-009
3.162277660168310e+005	8.246762e-008	6.037618e-009
3.235936569296212e+005	8.243575e-008	6.012701e-009
3.311311214825838e+005	8.240424e-008	5.988781e-009
3.388441561391951e+005	8.237306e-008	5.965833e-009
3.467368504525240e+005	8.234222e-008	5.943834e-009
3.548133892335676e+005	8.231168e-008	5.922760e-009
3.630780547700933e+005	8.228144e-008	5.902588e-009
3.715352290971643e+005	8.225147e-008	5.883295e-009
3.801893963205527e+005	8.222175e-008	5.864859e-009
3.890451449942719e+005	8.219227e-008	5.847258e-009
3.981071705534884e+005	8.216298e-008	5.830470e-009
4.073802778041036e+005	8.213388e-008	5.814476e-009
4.168693834703261e+005	8.210493e-008	5.799254e-009
4.265795188015831e+005	8.207608e-008	5.784786e-009
4.365158322401562e+005	8.204734e-008	5.771053e-009
4.466835921509531e+005	8.201864e-008	5.758036e-009
4.570881896148648e+005	8.198997e-008	5.745718e-009
4.677351412871877e+005	8.196129e-008	5.734083e-009
4.786300923226276e+005	8.193255e-008	5.723114e-009
4.897788193684352e+005	8.190371e-008	5.712796e-009
5.011872336272610e+005	8.187475e-008	5.703116e-009
5.128613839913533e+005	8.184560e-008	5.694060e-009
5.248074602497608e+005	8.181624e-008	5.685615e-009
5.370317963702406e+005	8.178662e-008	5.677769e-009
5.495408738576121e+005	8.175668e-008	5.670512e-009
5.623413251903363e+005	8.172638e-008	5.663833e-009
5.754399373371438e+005	8.169569e-008	5.657724e-009
5.888436553555755e+005	8.166453e-008	5.652175e-009
6.025595860743440e+005	8.163286e-008	5.647181e-009
6.165950018614681e+005	8.160063e-008	5.642733e-009
6.309573444801788e+005	8.156778e-008	5.638829e-009
6.456542290346407e+005	8.153425e-008	5.635461e-009
6.606934480075808e+005	8.149998e-008	5.632629e-009
6.760829753919662e+005	8.146493e-008	5.630328e-009
6.918309709189205e+005	8.142901e-008	5.628557e-009
7.079457843841215e+005	8.139217e-008	5.627317e-009
7.244359600749733e+005	8.135435e-008	5.626609e-009
7.413102413009004e+005	8.131547e-008	5.626433e-009
7.585775750291662e+005	8.127547e-008	5.626793e-009
7.762471166286737e+005	8.123427e-008	5.627693e-009
7.943282347242631e+005	8.119180e-008	5.629140e-009
8.128305161640804e+005	8.114799e-008	5.631139e-009
8.317637711026516e+005	8.110276e-008	5.633699e-009
8.511380382023566e+005	8.105604e-008	5.636828e-009
8.709635899560602e+005	8.100773e-008	5.640538e-009
8.912509381337245e+005	8.095775e-008	5.644841e-009
9.120108393558882e+005	8.090603e-008	5.649751e-009
9.332543007969690e+005	8.085247e-008	5.655282e-009
9.549925860214133e+005	8.079699e-008	5.661452e-009
9.772372209557875e+005	8.073948e-008	5.668280e-009
1.000000000000000e+006	8.067987e-008	5.675785e-009
