time	V(pwm)	V(tri)
3.057370151320413e-003	4.176568e+000	2.000136e+000
3.057370572830906e-003	4.176024e+000	2.000154e+000
3.057371217288532e-003	4.175191e+000	2.000181e+000
3.057371933665407e-003	4.174265e+000	2.000211e+000
3.057372804211181e-003	4.173137e+000	2.000248e+000
3.057373922362091e-003	4.171685e+000	2.000295e+000
3.057375602458631e-003	4.169497e+000	2.000365e+000
3.057378119284929e-003	4.166203e+000	2.000471e+000
3.057382508640140e-003	4.160408e+000	2.000655e+000
3.057391050025520e-003	4.148952e+000	2.001014e+000
3.057408132796282e-003	4.125335e+000	2.001731e+000
3.057441039562138e-003	4.077173e+000	2.003113e+000
3.057506853093850e-003	3.970510e+000	2.005876e+000
3.057633695631481e-003	3.726969e+000	2.011203e+000
3.057883573084093e-003	3.114878e+000	2.021695e+000
3.058322430348003e-003	1.817145e+000	2.040123e+000
3.058370333085035e-003	1.656384e+000	2.042134e+000
3.058466138559101e-003	1.329436e+000	2.046157e+000
3.058626871979116e-003	8.583623e-001	2.052906e+000
3.058799875826733e-003	4.848617e-001	2.060170e+000
3.058949015024852e-003	2.967150e-001	2.066432e+000
3.059059748478885e-003	2.331535e-001	2.071082e+000
3.059126864758746e-003	2.177196e-001	2.073900e+000
3.059224399852924e-003	2.069516e-001	2.077996e+000
3.059316073481244e-003	2.002486e-001	2.081845e+000
3.059475176624167e-003	1.915892e-001	2.088525e+000
3.059679570933309e-003	1.825346e-001	2.097107e+000
3.060070685125673e-003	1.691920e-001	2.113529e+000
3.060759519784185e-003	1.525367e-001	2.142451e+000
3.061622487758768e-003	1.389844e-001	2.178682e+000
3.062596562711498e-003	1.297392e-001	2.219577e+000
3.063809051071184e-003	1.230221e-001	2.270480e+000
3.065383999846209e-003	1.179484e-001	2.336595e+000
3.067338232222671e-003	1.141483e-001	2.418627e+000
3.070068573724191e-003	1.105358e-001	2.533226e+000
3.073722602647269e-003	1.066391e-001	2.686574e+000
3.079950552390717e-003	1.007128e-001	2.947886e+000
3.089716177390717e-003	9.215023e-002	3.357512e+000
3.099481802390717e-003	8.430562e-002	3.766933e+000
3.109247427390716e-003	7.701933e-002	4.176115e+000
3.109300965413535e-003	7.697833e-002	4.178356e+000
3.109704203250327e-003	7.669926e-002	4.195232e+000
3.110146674992150e-003	7.639492e-002	4.213747e+000
3.111031618475795e-003	7.579105e-002	4.250752e+000
3.112801505443086e-003	7.459661e-002	4.324676e+000
3.114245613770388e-003	7.363400e-002	4.384869e+000
3.115244873421946e-003	7.297479e-002	4.426420e+000
3.115386820196035e-003	7.288208e-002	4.432302e+000
3.115576082561486e-003	7.275864e-002	4.440132e+000
3.115954607292390e-003	7.251231e-002	4.455761e+000
3.116219684621775e-003	7.234019e-002	4.466681e+000
3.116285953954121e-003	7.229725e-002	4.469403e+000
3.116418492618814e-003	7.221151e-002	4.474832e+000
3.116616396720757e-003	7.208364e-002	4.482912e+000
3.116754816649975e-003	7.199431e-002	4.488542e+000
3.116777645963206e-003	7.197959e-002	4.489467e+000
3.116823304589668e-003	7.195018e-002	4.491313e+000
3.116905245675616e-003	7.189741e-002	4.494619e+000
3.116941301027071e-003	7.187421e-002	4.496082e+000
3.116972183000844e-003	7.185434e-002	4.497365e+000
3.116998295417181e-003	7.183754e-002	4.498501e+000
3.117027706908547e-003	7.181863e-002	4.499867e+000
3.117062286751851e-003	7.179640e-002	4.501564e+000
3.117097751122787e-003	7.177361e-002	4.503249e+000
3.117141980629693e-003	7.174520e-002	4.504975e+000
3.117195535544017e-003	7.171082e-002	4.506450e+000
3.117247515810315e-003	7.167747e-002	4.507261e+000
3.117341312425167e-003	7.161734e-002	4.506957e+000
3.117528905654871e-003	7.149719e-002	4.503032e+000
3.117534770890513e-003	7.149343e-002	4.502841e+000
3.117546501361797e-003	7.148592e-002	4.502381e+000
3.117569962304366e-003	7.147092e-002	4.501411e+000
3.117589480562475e-003	7.145844e-002	4.500510e+000
3.117603253594493e-003	7.144963e-002	4.499779e+000
3.117615974609880e-003	7.144150e-002	4.499038e+000
3.117630963517868e-003	7.143192e-002	4.498151e+000
3.117637231497231e-003	7.142791e-002	4.497805e+000
3.117645475058382e-003	7.142264e-002	4.497397e+000
3.117654719149369e-003	7.141674e-002	4.496983e+000
3.117665754524516e-003	7.140969e-002	4.496526e+000
3.117677806523603e-003	7.140198e-002	4.496041e+000
3.117694256547977e-003	7.139148e-002	4.495368e+000
3.117713585440455e-003	7.137913e-002	4.494555e+000
3.117740366456694e-003	7.136203e-002	4.493418e+000
3.117772187306241e-003	7.134172e-002	4.492077e+000
3.118942392324096e-003	7.060033e-002	4.442875e+000
3.120112597341950e-003	6.986898e-002	4.393675e+000
3.121282802359805e-003	6.914766e-002	4.344477e+000
3.122453007377660e-003	6.843636e-002	4.295282e+000
3.123623212395514e-003	6.773511e-002	4.246089e+000
3.124793417413369e-003	6.704388e-002	4.196898e+000
3.125963622431224e-003	6.636269e-002	4.147709e+000
3.134132187207105e-003	6.178965e-002	3.804412e+000
3.143897812207105e-003	5.672326e-002	3.394119e+000
3.153663437207104e-003	5.213027e-002	2.983971e+000
3.163429062207104e-003	4.793832e-002	2.573936e+000
3.163486282666089e-003	4.791678e-002	2.571535e+000
3.164373896304321e-003	4.764480e-002	2.534278e+000
3.165301118810516e-003	4.747060e-002	2.495359e+000
3.167155563822905e-003	4.771998e-002	2.417526e+000
3.169461803286479e-003	4.996808e-002	2.320738e+000
3.170964352855807e-003	5.458874e-002	2.257682e+000
3.172065744251599e-003	6.274384e-002	2.211464e+000
3.172930575114652e-003	7.605252e-002	2.175175e+000
3.173649917247444e-003	9.759793e-002	2.144991e+000
3.174275943401324e-003	1.327336e-001	2.118723e+000
3.174839680532495e-003	1.845586e-001	2.095070e+000
3.175105686124020e-003	2.211552e-001	2.083909e+000
3.175287492062742e-003	2.602966e-001	2.076281e+000
3.175423897759015e-003	3.149705e-001	2.070558e+000
3.175568974476649e-003	4.064330e-001	2.064471e+000
3.175588051138316e-003	4.225932e-001	2.063670e+000
3.175626204461650e-003	4.603145e-001	2.062070e+000
3.175645516909981e-003	4.807422e-001	2.061259e+000
3.175684141806642e-003	5.241863e-001	2.059639e+000
3.175692521561298e-003	5.339795e-001	2.059287e+000
3.175694024857129e-003	5.357839e-001	2.059224e+000
3.175695587403089e-003	5.376734e-001	2.059159e+000
3.175697149949051e-003	5.395698e-001	2.059093e+000
3.175698712495011e-003	5.414731e-001	2.059028e+000
3.175700275040972e-003	5.433835e-001	2.058962e+000
3.175701837586933e-003	5.453008e-001	2.058896e+000
3.175703400132894e-003	5.472251e-001	2.058831e+000
3.175704962678854e-003	5.491564e-001	2.058765e+000
3.175711230136215e-003	5.569342e-001	2.058502e+000
3.175711425994257e-003	5.571786e-001	2.058494e+000
3.175711817710342e-003	5.576692e-001	2.058478e+000
3.175711897086291e-003	5.577686e-001	2.058474e+000
3.175711916930278e-003	5.577934e-001	2.058473e+000
3.175711947804525e-003	5.578322e-001	2.058472e+000
3.175711980754063e-003	5.578734e-001	2.058471e+000
3.175712013123946e-003	5.579140e-001	2.058470e+000
3.175712055425075e-003	5.579670e-001	2.058468e+000
3.175712140027332e-003	5.580731e-001	2.058464e+000
3.175712295404265e-003	5.582680e-001	2.058458e+000
3.175712553671402e-003	5.585920e-001	2.058447e+000
3.175713070205677e-003	5.592406e-001	2.058425e+000
3.175713993107357e-003	5.604017e-001	2.058386e+000
3.175715838910718e-003	5.627316e-001	2.058309e+000
3.175719068630359e-003	5.668341e-001	2.058173e+000
3.175725528069642e-003	5.751380e-001	2.057902e+000
3.175738011399385e-003	5.915610e-001	2.057379e+000
3.175762978058871e-003	6.258911e-001	2.056331e+000
3.175812911377844e-003	7.004218e-001	2.054236e+000
3.175912778015790e-003	8.732845e-001	2.050046e+000
3.176112511291682e-003	1.316099e+000	2.041666e+000
3.176511977843466e-003	2.421407e+000	2.024906e+000
3.176752851567286e-003	3.168930e+000	2.014801e+000
3.176923459066811e-003	3.684602e+000	2.007643e+000
3.177102851204394e-003	4.133741e+000	2.000117e+000
3.177284997822531e-003	4.449039e+000	1.992475e+000
3.177488704712108e-003	4.647056e+000	1.983928e+000
3.177585956259044e-003	4.690373e+000	1.979849e+000
3.177675662744323e-003	4.706574e+000	1.976085e+000
3.177795726905317e-003	4.719735e+000	1.971048e+000
3.177942451843137e-003	4.731104e+000	1.964892e+000
3.178168142865611e-003	4.744646e+000	1.955424e+000
3.178470466159782e-003	4.758848e+000	1.942741e+000
3.179075112748125e-003	4.779515e+000	1.917375e+000
3.179903191902941e-003	4.798475e+000	1.882637e+000
3.180936131242697e-003	4.812982e+000	1.839307e+000
3.182094898540810e-003	4.822509e+000	1.790700e+000
3.183668751148364e-003	4.829938e+000	1.724686e+000
3.185589095907429e-003	4.835376e+000	1.644144e+000
3.188296188498109e-003	4.840476e+000	1.530616e+000
3.191862637946161e-003	4.845788e+000	1.381073e+000
3.198293098157520e-003	4.854345e+000	1.111514e+000
3.202990982369410e-003	4.860254e+000	9.146711e-001
3.205801958799116e-003	4.863643e+000	7.969815e-001
3.207770373356446e-003	4.865951e+000	7.146645e-001
3.209217787399652e-003	4.867617e+000	6.542345e-001
3.210318535025573e-003	4.868867e+000	6.083794e-001
3.211111219805380e-003	4.869763e+000	5.754326e-001
3.211250595362559e-003	4.869918e+000	5.696533e-001
3.211529346476919e-003	4.870226e+000	5.581269e-001
3.212086848705638e-003	4.870845e+000	5.351474e-001
3.212410418894837e-003	4.871203e+000	5.218621e-001
3.212452209033253e-003	4.871250e+000	5.201538e-001
3.212535789310086e-003	4.871342e+000	5.167494e-001
3.212669876783949e-003	4.871490e+000	5.113019e-001
3.212689905549781e-003	4.871512e+000	5.104902e-001
3.212729963081445e-003	4.871556e+000	5.088707e-001
3.212810078144774e-003	4.871644e+000	5.056386e-001
3.212821370528403e-003	4.871657e+000	5.051836e-001
3.212843955295660e-003	4.871682e+000	5.042701e-001
3.212876616841004e-003	4.871717e+000	5.029225e-001
3.212908894698040e-003	4.871753e+000	5.015271e-001
3.212941173649859e-003	4.871789e+000	5.000317e-001
3.212975792668479e-003	4.871826e+000	4.983348e-001
3.213012130322304e-003	4.871866e+000	4.966145e-001
3.213055905898962e-003	4.871914e+000	4.949215e-001
3.213109293580025e-003	4.871973e+000	4.934708e-001
3.213161707910416e-003	4.872030e+000	4.926755e-001
3.213257835047182e-003	4.872136e+000	4.930592e-001
3.213450089320713e-003	4.872346e+000	4.972692e-001
3.213455380930729e-003	4.872352e+000	4.974428e-001
3.213465964150761e-003	4.872363e+000	4.978559e-001
3.213487130590824e-003	4.872386e+000	4.987356e-001
3.213505226134515e-003	4.872406e+000	4.995864e-001
3.213518223879384e-003	4.872420e+000	5.002917e-001
3.213531742929126e-003	4.872435e+000	5.010905e-001
3.213544306560383e-003	4.872449e+000	5.018318e-001
3.213551312821649e-003	4.872457e+000	5.022137e-001
3.213560111367463e-003	4.872466e+000	5.026420e-001
3.213569351601855e-003	4.872476e+000	5.030487e-001
3.213580460159824e-003	4.872488e+000	5.035038e-001
3.213593446897927e-003	4.872502e+000	5.040265e-001
3.213609977730488e-003	4.872520e+000	5.047064e-001
3.213630139516869e-003	4.872542e+000	5.055569e-001
3.213659397758225e-003	4.872574e+000	5.067973e-001
3.213693104705950e-003	4.872611e+000	5.082162e-001
3.215201820378628e-003	4.874239e+000	5.716504e-001
3.216710536051306e-003	4.875839e+000	6.350806e-001
3.218219251723984e-003	4.877410e+000	6.985067e-001
3.219727967396662e-003	4.878952e+000	7.619287e-001
3.221236683069340e-003	4.880466e+000	8.253467e-001
3.222745398742018e-003	4.881951e+000	8.887606e-001
3.224254114414696e-003	4.883408e+000	9.521705e-001
3.234019739414696e-003	4.891491e+000	1.362543e+000
3.241828958022644e-003	4.895806e+000	1.690632e+000
3.241943398940613e-003	4.895703e+000	1.695438e+000
3.242095986831237e-003	4.895462e+000	1.701847e+000
3.242401162612488e-003	4.894897e+000	1.714665e+000
3.243011514174987e-003	4.893037e+000	1.740301e+000
3.244232217299988e-003	4.886030e+000	1.791570e+000
3.245329839880025e-003	4.872860e+000	1.837669e+000
3.246350519032622e-003	4.847527e+000	1.880534e+000
3.247157655864762e-003	4.807519e+000	1.914430e+000
3.247844604980830e-003	4.743861e+000	1.943277e+000
3.248395096481846e-003	4.652333e+000	1.966394e+000
3.248977460432349e-003	4.512509e+000	1.990849e+000
3.249008714090850e-003	4.502184e+000	1.992161e+000
3.249050385635518e-003	4.486697e+000	1.993911e+000
3.249133728724854e-003	4.445044e+000	1.997411e+000
3.249300414903527e-003	4.334358e+000	2.004410e+000
3.249319956221918e-003	4.317547e+000	2.005231e+000
3.249359038858700e-003	4.277989e+000	2.006872e+000
3.249368809517895e-003	4.267567e+000	2.007282e+000
3.249388350836286e-003	4.245807e+000	2.008103e+000
3.249393236165884e-003	4.240230e+000	2.008308e+000
3.249403006825079e-003	4.228739e+000	2.008718e+000
3.249422548143470e-003	4.205337e+000	2.009539e+000
3.249422596998068e-003	4.205277e+000	2.009541e+000
3.249422694707266e-003	4.205157e+000	2.009545e+000
3.249422767152746e-003	4.205068e+000	2.009548e+000
3.249422818449308e-003	4.205005e+000	2.009550e+000
3.249422853355478e-003	4.204962e+000	2.009552e+000
3.249422896595255e-003	4.204909e+000	2.009553e+000
3.249422939072376e-003	4.204857e+000	2.009555e+000
3.249422984549613e-003	4.204801e+000	2.009557e+000
3.249423075504089e-003	4.204689e+000	2.009561e+000
3.249423206942330e-003	4.204527e+000	2.009567e+000
3.249423469818811e-003	4.204203e+000	2.009578e+000
3.249423885340958e-003	4.203691e+000	2.009595e+000
3.249424716385251e-003	4.202665e+000	2.009630e+000
3.249425972368986e-003	4.201110e+000	2.009683e+000
3.249428484336455e-003	4.197985e+000	2.009788e+000
3.249433081567315e-003	4.192214e+000	2.009981e+000
3.249442276029033e-003	4.180557e+000	2.010367e+000
3.249444574644463e-003	4.177615e+000	2.010464e+000
3.249445149298320e-003	4.176875e+000	2.010488e+000
3.249445753881127e-003	4.176095e+000	2.010513e+000
3.249446083509972e-003	4.175670e+000	2.010527e+000
3.249446332283554e-003	4.175348e+000	2.010537e+000
3.249446710607209e-003	4.174860e+000	2.010553e+000
3.249447057127829e-003	4.174411e+000	2.010568e+000
3.249447750169069e-003	4.173514e+000	2.010597e+000
3.249448441901484e-003	4.172617e+000	2.010626e+000
3.249449331078833e-003	4.171463e+000	2.010664e+000
3.249450380035054e-003	4.170097e+000	2.010707e+000
3.249452078492778e-003	4.167881e+000	2.010779e+000
3.249454462645430e-003	4.164753e+000	2.010879e+000
3.249458796975236e-003	4.159022e+000	2.011061e+000
3.249466775722744e-003	4.148312e+000	2.011396e+000
3.249482733217759e-003	4.126263e+000	2.012066e+000
3.249514648207788e-003	4.079674e+000	2.013406e+000
3.249578478187848e-003	3.976918e+000	2.016086e+000
3.249698443196982e-003	3.749300e+000	2.021124e+000
3.249938373215252e-003	3.170130e+000	2.031199e+000
3.250372732116239e-003	1.890265e+000	2.049437e+000
3.250555744854858e-003	1.298001e+000	2.057122e+000
3.250681434627445e-003	9.135619e-001	2.062399e+000
3.250811682454734e-003	5.983621e-001	2.067868e+000
3.250950964468024e-003	3.769176e-001	2.073716e+000
3.251102337607544e-003	2.472223e-001	2.080072e+000
3.251155559928435e-003	2.267609e-001	2.082307e+000
3.251228513478490e-003	2.153652e-001	2.085370e+000
3.251314381624056e-003	2.069077e-001	2.088976e+000
3.251437955455735e-003	1.986277e-001	2.094164e+000
3.251599604059353e-003	1.902298e-001	2.100951e+000
3.251837874402861e-003	1.802926e-001	2.110956e+000
3.252297278920891e-003	1.657380e-001	2.130245e+000
3.253025892460295e-003	1.497950e-001	2.160836e+000
3.253973011303400e-003	1.366268e-001	2.200600e+000
3.254942583983748e-003	1.285654e-001	2.241305e+000
3.256292868649379e-003	1.220927e-001	2.297991e+000
3.257902512419285e-003	1.175535e-001	2.365561e+000
3.260107397157380e-003	1.137366e-001	2.458112e+000
3.262930582254206e-003	1.102327e-001	2.576604e+000
3.267033168262208e-003	1.059835e-001	2.748768e+000
3.273541898370033e-003	9.985786e-002	3.021844e+000
3.283307523370032e-003	9.137161e-002	3.431441e+000
3.293073148370032e-003	8.355238e-002	3.840858e+000
3.300202323122566e-003	7.820958e-002	4.139597e+000
3.300259543581550e-003	7.817243e-002	4.141993e+000
3.300897164712215e-003	7.772556e-002	4.168689e+000
3.301534785842881e-003	7.728131e-002	4.195372e+000
3.302172406973546e-003	7.683967e-002	4.222042e+000
3.302810028104211e-003	7.640064e-002	4.248700e+000
3.303447649234876e-003	7.596422e-002	4.275344e+000
3.304085270365542e-003	7.553041e-002	4.301976e+000
3.304722891496207e-003	7.509921e-002	4.328595e+000
3.306224484251353e-003	7.409034e-002	4.391173e+000
3.307143177963462e-003	7.348021e-002	4.429356e+000
3.307270837600303e-003	7.339598e-002	4.434647e+000
3.307526156873983e-003	7.322822e-002	4.445198e+000
3.308036795421343e-003	7.289379e-002	4.466234e+000
3.308341648594526e-003	7.269467e-002	4.478745e+000
3.308382603374096e-003	7.266799e-002	4.480419e+000
3.308464512933235e-003	7.261469e-002	4.483754e+000
3.308595350354873e-003	7.252962e-002	4.489064e+000
3.308701467133465e-003	7.246068e-002	4.493355e+000
3.308720023780111e-003	7.244863e-002	4.494103e+000
3.308757137073403e-003	7.242455e-002	4.495600e+000
3.308783748653650e-003	7.240729e-002	4.496689e+000
3.308812122691485e-003	7.238889e-002	4.497894e+000
3.308841791498316e-003	7.236965e-002	4.499231e+000
3.308877391146409e-003	7.234658e-002	4.500945e+000
3.308910728272311e-003	7.232498e-002	4.502561e+000
3.308957392082279e-003	7.229476e-002	4.504545e+000
3.309003628110341e-003	7.226483e-002	4.506000e+000
3.309055762784916e-003	7.223109e-002	4.507043e+000
3.309126982776264e-003	7.218505e-002	4.507394e+000
3.309269422758961e-003	7.209302e-002	4.505508e+000
3.309349385773138e-003	7.204141e-002	4.503193e+000
3.309357142608738e-003	7.203641e-002	4.502927e+000
3.309372656279939e-003	7.202640e-002	4.502381e+000
3.309403683622339e-003	7.200639e-002	4.501092e+000
3.309422264814264e-003	7.199442e-002	4.500176e+000
3.309435034715764e-003	7.198618e-002	4.499456e+000
3.309450533291896e-003	7.197619e-002	4.498537e+000
3.309459183831316e-003	7.197062e-002	4.498040e+000
3.309466640298662e-003	7.196581e-002	4.497649e+000
3.309475959814714e-003	7.195981e-002	4.497209e+000
3.309485755820576e-003	7.195350e-002	4.496787e+000
3.309496613425283e-003	7.194651e-002	4.496344e+000
3.309511629403886e-003	7.193683e-002	4.495736e+000
3.309526983568227e-003	7.192694e-002	4.495100e+000
3.309549603333305e-003	7.191239e-002	4.494142e+000
3.309574074067297e-003	7.189663e-002	4.493106e+000
3.309669613701925e-003	7.183517e-002	4.489090e+000
3.310960012062701e-003	7.101233e-002	4.434832e+000
3.312250410423477e-003	7.020170e-002	4.380578e+000
3.313540808784253e-003	6.940328e-002	4.326327e+000
3.314831207145028e-003	6.861708e-002	4.272079e+000
3.316121605505804e-003	6.784309e-002	4.217835e+000
3.317412003866580e-003	6.708131e-002	4.163594e+000
3.318702402227356e-003	6.633174e-002	4.109357e+000
3.327783892708261e-003	6.126696e-002	3.727711e+000
3.337549517708261e-003	5.623720e-002	3.317442e+000
3.347315142708261e-003	5.175960e-002	2.907323e+000
3.357080767708261e-003	4.781330e-002	2.497316e+000
3.357137988167245e-003	4.779819e-002	2.494915e+000
3.357366870003182e-003	4.776147e-002	2.485308e+000
3.357672045784433e-003	4.773102e-002	2.472500e+000
3.358282397346933e-003	4.774860e-002	2.446882e+000
3.359503100471933e-003	4.843680e-002	2.395650e+000
3.361944506721933e-003	5.308433e-002	2.293192e+000
3.363412172928556e-003	6.110514e-002	2.231602e+000
3.364421330659403e-003	7.429713e-002	2.189255e+000
3.365177591075194e-003	9.465015e-002	2.157522e+000
3.365808894032793e-003	1.269929e-001	2.131032e+000
3.366369737048540e-003	1.746923e-001	2.107500e+000
3.366667673674091e-003	2.122201e-001	2.094999e+000
3.366865435917119e-003	2.489891e-001	2.086702e+000
3.367007378444884e-003	2.958630e-001	2.080746e+000
3.367143547827104e-003	3.785465e-001	2.075033e+000
3.367296407330289e-003	5.107747e-001	2.068619e+000
3.367299796155035e-003	5.146679e-001	2.068477e+000
3.367304314588030e-003	5.199229e-001	2.068288e+000
3.367313351454020e-003	5.305482e-001	2.067908e+000
3.367315499999514e-003	5.330988e-001	2.067818e+000
3.367316876528455e-003	5.347473e-001	2.067760e+000
3.367318253057397e-003	5.364011e-001	2.067703e+000
3.367319629586339e-003	5.380600e-001	2.067645e+000
3.367321006115281e-003	5.397243e-001	2.067587e+000
3.367322382644223e-003	5.413937e-001	2.067530e+000
3.367323759173165e-003	5.430685e-001	2.067472e+000
3.367325135702106e-003	5.447484e-001	2.067414e+000
3.367327743670422e-003	5.479466e-001	2.067305e+000
3.367331892277746e-003	5.530600e-001	2.067131e+000
3.367332810179527e-003	5.541971e-001	2.067092e+000
3.367334645983090e-003	5.564801e-001	2.067015e+000
3.367336022835762e-003	5.581979e-001	2.066957e+000
3.367336252311208e-003	5.584846e-001	2.066948e+000
3.367336711262099e-003	5.590588e-001	2.066928e+000
3.367337629163880e-003	5.602084e-001	2.066890e+000
3.367337788038826e-003	5.604075e-001	2.066883e+000
3.367337938813191e-003	5.605966e-001	2.066877e+000
3.367338100803718e-003	5.607998e-001	2.066870e+000
3.367338424784770e-003	5.612066e-001	2.066856e+000
3.367339072746876e-003	5.620211e-001	2.066829e+000
3.367340047210325e-003	5.632484e-001	2.066788e+000
3.367341996137222e-003	5.657117e-001	2.066707e+000
3.367345373494686e-003	5.700086e-001	2.066565e+000
3.367352128209615e-003	5.787019e-001	2.066282e+000
3.367363081097027e-003	5.930982e-001	2.065822e+000
3.367384986871852e-003	6.230339e-001	2.064903e+000
3.367427665340782e-003	6.856724e-001	2.063112e+000
3.367513022278642e-003	8.282101e-001	2.059531e+000
3.367683736154362e-003	1.184301e+000	2.052368e+000
3.368025163905802e-003	2.080673e+000	2.038043e+000
3.368323554081912e-003	2.990860e+000	2.025525e+000
3.368501808444732e-003	3.545789e+000	2.018046e+000
3.368663564891691e-003	3.982265e+000	2.011259e+000
3.368860903232227e-003	4.369117e+000	2.002980e+000
3.369075676397390e-003	4.616820e+000	1.993970e+000
3.369214222161628e-003	4.689473e+000	1.988157e+000
3.369306085837238e-003	4.707922e+000	1.984303e+000
3.369432019259243e-003	4.721378e+000	1.979020e+000
3.369563103835143e-003	4.731398e+000	1.973520e+000
3.369800403659483e-003	4.745489e+000	1.963565e+000
3.370110928546913e-003	4.759948e+000	1.950538e+000
3.370731978321774e-003	4.780801e+000	1.924484e+000
3.371586712666352e-003	4.799951e+000	1.888627e+000
3.372593470387843e-003	4.813739e+000	1.846395e+000
3.373793863171571e-003	4.823334e+000	1.796042e+000
3.375350878117147e-003	4.830514e+000	1.730734e+000
3.377340722737357e-003	4.836014e+000	1.647276e+000
3.380008009217367e-003	4.840969e+000	1.535417e+000
3.383749283836268e-003	4.846484e+000	1.378544e+000
3.390188902012261e-003	4.855006e+000	1.108602e+000
3.394860484347081e-003	4.860851e+000	9.128622e-001
3.397659986318573e-003	4.864209e+000	7.956545e-001
3.399619218277458e-003	4.866496e+000	7.137229e-001
3.401061096436651e-003	4.868147e+000	6.535257e-001
3.402157307664594e-003	4.869387e+000	6.078610e-001
3.402945708458170e-003	4.870269e+000	5.750936e-001
3.403084420820414e-003	4.870424e+000	5.693420e-001
3.403361845544901e-003	4.870732e+000	5.578709e-001
3.403916694993874e-003	4.871346e+000	5.350019e-001
3.404238659810193e-003	4.871701e+000	5.217832e-001
3.404280273171034e-003	4.871747e+000	5.200822e-001
3.404363499892715e-003	4.871838e+000	5.166924e-001
3.404497216762491e-003	4.871985e+000	5.112602e-001
3.404517167779115e-003	4.872007e+000	5.104516e-001
3.404557069812364e-003	4.872051e+000	5.088385e-001
3.404636873878861e-003	4.872138e+000	5.056190e-001
3.404648164246364e-003	4.872150e+000	5.051641e-001
3.404670744981370e-003	4.872175e+000	5.042508e-001
3.404703275675693e-003	4.872211e+000	5.029083e-001
3.404735470430343e-003	4.872246e+000	5.015157e-001
3.404767768340940e-003	4.872281e+000	5.000186e-001
3.404802340001906e-003	4.872319e+000	4.983237e-001
3.404838771623721e-003	4.872359e+000	4.965997e-001
3.404882357405913e-003	4.872406e+000	4.949158e-001
3.404935761148716e-003	4.872465e+000	4.934665e-001
3.404988171729264e-003	4.872522e+000	4.926731e-001
3.405084638621020e-003	4.872627e+000	4.930658e-001
3.405277572404534e-003	4.872838e+000	4.973118e-001
3.405282787701031e-003	4.872843e+000	4.974831e-001
3.405293218294023e-003	4.872854e+000	4.978900e-001
3.405314079480009e-003	4.872877e+000	4.987575e-001
3.405331997103247e-003	4.872897e+000	4.996015e-001
3.405344960281587e-003	4.872910e+000	5.003068e-001
3.405358634841192e-003	4.872925e+000	5.011162e-001
3.405370670349059e-003	4.872939e+000	5.018263e-001
3.405377722423781e-003	4.872946e+000	5.022097e-001
3.405387486823675e-003	4.872957e+000	5.026832e-001
3.405396337327859e-003	4.872966e+000	5.030710e-001
3.405407726556595e-003	4.872979e+000	5.035357e-001
3.405420771266775e-003	4.872993e+000	5.040610e-001
3.405437623897569e-003	4.873011e+000	5.047554e-001
3.405458126089781e-003	4.873034e+000	5.056212e-001
3.405487778297483e-003	4.873066e+000	5.068778e-001
3.405522496366685e-003	4.873104e+000	5.083388e-001
3.407122391210603e-003	4.874821e+000	5.756066e-001
3.408722286054521e-003	4.876507e+000	6.428699e-001
3.410322180898439e-003	4.878161e+000	7.101286e-001
3.411922075742357e-003	4.879784e+000	7.773828e-001
3.413521970586276e-003	4.881375e+000	8.446324e-001
3.415121865430193e-003	4.882936e+000	9.118775e-001
3.416721760274112e-003	4.884464e+000	9.791180e-001
3.426487385274111e-003	4.892654e+000	1.389485e+000
3.433436638872418e-003	4.896712e+000	1.681442e+000
3.433474785845075e-003	4.896665e+000	1.683044e+000
3.434008843462262e-003	4.896058e+000	1.705476e+000
3.434619195024762e-003	4.894678e+000	1.731111e+000
3.435839898149762e-003	4.889145e+000	1.782381e+000
3.437080849282458e-003	4.876980e+000	1.834499e+000
3.438149656165395e-003	4.854550e+000	1.879386e+000
3.438998747914119e-003	4.818137e+000	1.915044e+000
3.439707209545865e-003	4.760524e+000	1.944795e+000
3.440272987584391e-003	4.676835e+000	1.968553e+000
3.440860040278789e-003	4.549025e+000	1.993205e+000
3.440905075111347e-003	4.536223e+000	1.995096e+000
3.440995144776465e-003	4.502541e+000	1.998878e+000
3.441175284106699e-003	4.406543e+000	2.006443e+000
3.441343059504466e-003	4.280328e+000	2.013488e+000
3.441370242804429e-003	4.253323e+000	2.014629e+000
3.441392333824800e-003	4.228209e+000	2.015557e+000
3.441397856579892e-003	4.221740e+000	2.015789e+000
3.441408902090077e-003	4.208501e+000	2.016252e+000
3.441413547780972e-003	4.202872e+000	2.016447e+000
3.441413830609001e-003	4.202527e+000	2.016459e+000
3.441414396265060e-003	4.201833e+000	2.016483e+000
3.441414537679075e-003	4.201660e+000	2.016489e+000
3.441414820507104e-003	4.201313e+000	2.016501e+000
3.441414962489461e-003	4.201138e+000	2.016507e+000
3.441415246454174e-003	4.200789e+000	2.016519e+000
3.441415328330629e-003	4.200688e+000	2.016522e+000
3.441415416324318e-003	4.200580e+000	2.016526e+000
3.441415507316126e-003	4.200469e+000	2.016530e+000
3.441415618366575e-003	4.200332e+000	2.016534e+000
3.441415814470390e-003	4.200090e+000	2.016543e+000
3.441416056866964e-003	4.199792e+000	2.016553e+000
3.441416450637624e-003	4.199307e+000	2.016569e+000
