time	V(pwm)	V(tri)
4.818572705183593e-003	9.065790e-002	3.459924e+000
4.828338330183593e-003	8.289345e-002	3.869331e+000
4.834820685094454e-003	7.807045e-002	4.140958e+000
4.834877905553438e-003	7.802525e-002	4.143354e+000
4.835513370035568e-003	7.758020e-002	4.169960e+000
4.836148834517697e-003	7.713790e-002	4.196552e+000
4.836784298999827e-003	7.669835e-002	4.223132e+000
4.837419763481957e-003	7.626155e-002	4.249699e+000
4.838055227964087e-003	7.582749e-002	4.276253e+000
4.838690692446216e-003	7.539618e-002	4.302794e+000
4.839326156928346e-003	7.496762e-002	4.329322e+000
4.840820184052416e-003	7.396580e-002	4.391584e+000
4.841734751851359e-003	7.335941e-002	4.429594e+000
4.841862035346644e-003	7.327562e-002	4.434869e+000
4.842116602337214e-003	7.310877e-002	4.445389e+000
4.842625736318352e-003	7.277595e-002	4.466362e+000
4.842929378580522e-003	7.257799e-002	4.478822e+000
4.842970153701885e-003	7.255147e-002	4.480488e+000
4.843051703944609e-003	7.249849e-002	4.483809e+000
4.843182202242941e-003	7.241379e-002	4.489110e+000
4.843201187890734e-003	7.240147e-002	4.489879e+000
4.843239159186322e-003	7.237685e-002	4.491413e+000
4.843315101777497e-003	7.232764e-002	4.494476e+000
4.843350972927314e-003	7.230440e-002	4.495929e+000
4.843382352710523e-003	7.228408e-002	4.497225e+000
4.843408305007920e-003	7.226729e-002	4.498345e+000
4.843437058243856e-003	7.224867e-002	4.499668e+000
4.843471849760063e-003	7.222617e-002	4.501365e+000
4.843506341012331e-003	7.220387e-002	4.502995e+000
4.843562262869266e-003	7.216772e-002	4.505182e+000
4.843612819087888e-003	7.213506e-002	4.506557e+000
4.843669862937008e-003	7.209823e-002	4.507398e+000
4.843757324761047e-003	7.204180e-002	4.507098e+000
4.843932248409124e-003	7.192905e-002	4.503493e+000
4.843938995439793e-003	7.192470e-002	4.503279e+000
4.843952489501130e-003	7.191601e-002	4.502759e+000
4.843979477623805e-003	7.189864e-002	4.501661e+000
4.844000654571399e-003	7.188501e-002	4.500699e+000
4.844015476950845e-003	7.187548e-002	4.499927e+000
4.844027769043590e-003	7.186756e-002	4.499220e+000
4.844043269530118e-003	7.185759e-002	4.498299e+000
4.844048487436414e-003	7.185424e-002	4.498005e+000
4.844056675731922e-003	7.184897e-002	4.497586e+000
4.844065808942893e-003	7.184310e-002	4.497162e+000
4.844076273986901e-003	7.183637e-002	4.496719e+000
4.844087522011568e-003	7.182913e-002	4.496264e+000
4.844103297271563e-003	7.181899e-002	4.495625e+000
4.844119747622801e-003	7.180842e-002	4.494938e+000
4.844144755887296e-003	7.179235e-002	4.493877e+000
4.844171238338583e-003	7.177533e-002	4.492758e+000
4.844277855906024e-003	7.170688e-002	4.488277e+000
4.845958685758337e-003	7.064115e-002	4.417604e+000
4.847639515610651e-003	6.959462e-002	4.346936e+000
4.849320345462964e-003	6.856729e-002	4.276274e+000
4.851001175315276e-003	6.755917e-002	4.205617e+000
4.852682005167589e-003	6.657025e-002	4.134965e+000
4.854362835019902e-003	6.560053e-002	4.064319e+000
4.856043664872215e-003	6.465001e-002	3.993678e+000
4.865809289872215e-003	5.935487e-002	3.583324e+000
4.875574914872215e-003	5.449235e-002	3.173106e+000
4.885340539872215e-003	4.997565e-002	2.763003e+000
4.885397760331200e-003	4.995108e-002	2.760600e+000
4.890805093705223e-003	4.788476e-002	2.533607e+000
4.891415445267723e-003	4.773223e-002	2.507989e+000
4.892636148392723e-003	4.750192e-002	2.456753e+000
4.892941324173973e-003	4.747475e-002	2.443944e+000
4.893551675736473e-003	4.753206e-002	2.418328e+000
4.894772378861473e-003	4.840184e-002	2.367097e+000
4.897213785111473e-003	5.390364e-002	2.264641e+000
4.898643691484684e-003	6.300150e-002	2.204637e+000
4.899618132661279e-003	7.772885e-002	2.163748e+000
4.900347627405330e-003	1.002085e-001	2.133138e+000
4.900952454524237e-003	1.355058e-001	2.107761e+000
4.901512656319459e-003	1.886552e-001	2.084256e+000
4.901771045037580e-003	2.256799e-001	2.073414e+000
4.901948572173714e-003	2.668619e-001	2.065966e+000
4.902085660893359e-003	3.267667e-001	2.060214e+000
4.902240230715714e-003	4.318388e-001	2.053729e+000
4.902260185793894e-003	4.499062e-001	2.052892e+000
4.902300095950253e-003	4.918071e-001	2.051217e+000
4.902310073489343e-003	5.028262e-001	2.050799e+000
4.902330028567522e-003	5.257500e-001	2.049962e+000
4.902331842887650e-003	5.278730e-001	2.049885e+000
4.902335471527905e-003	5.321807e-001	2.049733e+000
4.902336391736634e-003	5.332768e-001	2.049695e+000
4.902336688499312e-003	5.336312e-001	2.049682e+000
4.902338995289969e-003	5.363957e-001	2.049585e+000
4.902341302080626e-003	5.391737e-001	2.049489e+000
4.902343608871284e-003	5.419652e-001	2.049392e+000
4.902345915661942e-003	5.447702e-001	2.049295e+000
4.902348222452600e-003	5.475888e-001	2.049198e+000
4.902350529243257e-003	5.504209e-001	2.049101e+000
4.902352836033914e-003	5.532665e-001	2.049005e+000
4.902355598251177e-003	5.566905e-001	2.048889e+000
4.902356058620720e-003	5.572630e-001	2.048869e+000
4.902356979359808e-003	5.584110e-001	2.048831e+000
4.902358820837983e-003	5.607107e-001	2.048753e+000
4.902358878384175e-003	5.607827e-001	2.048751e+000
4.902358892770724e-003	5.608007e-001	2.048750e+000
4.902358921543820e-003	5.608367e-001	2.048749e+000
4.902358928737094e-003	5.608457e-001	2.048749e+000
4.902358943123642e-003	5.608638e-001	2.048748e+000
4.902358959022673e-003	5.608837e-001	2.048748e+000
4.902358976648062e-003	5.609058e-001	2.048747e+000
4.902359011898841e-003	5.609499e-001	2.048745e+000
4.902359070285621e-003	5.610230e-001	2.048743e+000
4.902359187059183e-003	5.611693e-001	2.048738e+000
4.902359420606305e-003	5.614620e-001	2.048728e+000
4.902359887700551e-003	5.620479e-001	2.048709e+000
4.902360821889042e-003	5.632218e-001	2.048670e+000
4.902362690266024e-003	5.655779e-001	2.048591e+000
4.902366427019988e-003	5.703235e-001	2.048434e+000
4.902373900527917e-003	5.799479e-001	2.048121e+000
4.902388847543774e-003	5.997286e-001	2.047494e+000
4.902418741575488e-003	6.414033e-001	2.046239e+000
4.902478529638916e-003	7.331362e-001	2.043731e+000
4.902598105765773e-003	9.509717e-001	2.038714e+000
4.902837258019486e-003	1.516123e+000	2.028680e+000
4.903300302244959e-003	2.856026e+000	2.009254e+000
4.903490887430913e-003	3.445234e+000	2.001257e+000
4.903649519885510e-003	3.889409e+000	1.994602e+000
4.903857523411570e-003	4.330388e+000	1.985876e+000
4.904043198487168e-003	4.570026e+000	1.978086e+000
4.904239584737648e-003	4.686687e+000	1.969847e+000
4.904333986383171e-003	4.708925e+000	1.965887e+000
4.904448250896971e-003	4.720554e+000	1.961093e+000
4.904570594287902e-003	4.729795e+000	1.955960e+000
4.904815281069761e-003	4.744322e+000	1.945695e+000
4.905185998302946e-003	4.761556e+000	1.930143e+000
4.905746887156591e-003	4.780157e+000	1.906613e+000
4.906712377306214e-003	4.801239e+000	1.866111e+000
4.907641110108094e-003	4.813732e+000	1.827153e+000
4.908944364877349e-003	4.823782e+000	1.772486e+000
4.910427269883776e-003	4.830470e+000	1.710288e+000
4.912596076706425e-003	4.836284e+000	1.619326e+000
4.915128890532011e-003	4.840930e+000	1.513109e+000
4.919288416944966e-003	4.847013e+000	1.338703e+000
4.924689481563913e-003	4.854181e+000	1.112298e+000
4.929229964309213e-003	4.859888e+000	9.220483e-001
4.931975420046155e-003	4.863207e+000	8.070956e-001
4.934057193811023e-003	4.865655e+000	7.200292e-001
4.935558223329888e-003	4.867387e+000	6.573526e-001
4.936689553047094e-003	4.868674e+000	6.102168e-001
4.937496774894207e-003	4.869577e+000	5.766609e-001
4.937637370602609e-003	4.869736e+000	5.708301e-001
4.937918562019415e-003	4.870057e+000	5.592003e-001
4.938480944853027e-003	4.870682e+000	5.360141e-001
4.938812929661976e-003	4.871051e+000	5.223796e-001
4.938856204313223e-003	4.871099e+000	5.206100e-001
4.938942753615716e-003	4.871193e+000	5.170837e-001
4.939078377916868e-003	4.871344e+000	5.115723e-001
4.939098986188740e-003	4.871366e+000	5.107368e-001
4.939140202732486e-003	4.871412e+000	5.090700e-001
4.939222635819978e-003	4.871502e+000	5.057437e-001
4.939233863605947e-003	4.871515e+000	5.052913e-001
4.939256319177885e-003	4.871540e+000	5.043833e-001
4.939289715731083e-003	4.871576e+000	5.030072e-001
4.939322526877590e-003	4.871613e+000	5.015934e-001
4.939354717067694e-003	4.871648e+000	5.001073e-001
4.939389627156202e-003	4.871686e+000	4.983977e-001
4.939425423138156e-003	4.871726e+000	4.966996e-001
4.939470424602258e-003	4.871775e+000	4.949489e-001
4.939523728888617e-003	4.871833e+000	4.934903e-001
4.939576220509126e-003	4.871891e+000	4.926843e-001
4.939670411148667e-003	4.871994e+000	4.930200e-001
4.939858792427750e-003	4.872201e+000	4.970304e-001
4.939864503457138e-003	4.872207e+000	4.972164e-001
4.939875925515915e-003	4.872220e+000	4.976632e-001
4.939898769633468e-003	4.872244e+000	4.986087e-001
4.939917856550926e-003	4.872265e+000	4.994960e-001
4.939931339779798e-003	4.872280e+000	5.002172e-001
4.939944250445815e-003	4.872294e+000	5.009726e-001
4.939959112760500e-003	4.872311e+000	5.018492e-001
4.939965785263218e-003	4.872318e+000	5.022141e-001
4.939974293597245e-003	4.872327e+000	5.026291e-001
4.939983510149491e-003	4.872337e+000	5.030360e-001
4.939994834044574e-003	4.872350e+000	5.035009e-001
4.940007267693730e-003	4.872363e+000	5.040015e-001
4.940024483302350e-003	4.872382e+000	5.047089e-001
4.940043596989881e-003	4.872403e+000	5.055145e-001
4.940072834959847e-003	4.872435e+000	5.067542e-001
4.940107031394816e-003	4.872472e+000	5.081941e-001
4.941481555113726e-003	4.873959e+000	5.659864e-001
4.942856078832637e-003	4.875422e+000	6.237753e-001
4.944230602551548e-003	4.876861e+000	6.815608e-001
4.945605126270458e-003	4.878275e+000	7.393428e-001
4.946979649989369e-003	4.879664e+000	7.971214e-001
4.948354173708280e-003	4.881030e+000	8.548966e-001
4.949728697427190e-003	4.882371e+000	9.126684e-001
4.959367036882969e-003	4.889568e+000	1.317698e+000
4.969132661882969e-003	4.892677e+000	1.727983e+000
4.969186947963944e-003	4.892590e+000	1.730262e+000
4.969404092287844e-003	4.891834e+000	1.739382e+000
4.969693618053044e-003	4.890465e+000	1.751543e+000
4.970272669583445e-003	4.886229e+000	1.775863e+000
4.971430772644245e-003	4.870971e+000	1.824502e+000
4.972450198893540e-003	4.844137e+000	1.867315e+000
4.973275268048932e-003	4.800369e+000	1.901964e+000
4.973944108167887e-003	4.733849e+000	1.930052e+000
4.974486927365128e-003	4.641219e+000	1.952847e+000
4.974943937712798e-003	4.531498e+000	1.972038e+000
4.974978383985801e-003	4.520523e+000	1.973484e+000
4.975024312349806e-003	4.504615e+000	1.975413e+000
4.975116169077816e-003	4.465705e+000	1.979270e+000
4.975263063726246e-003	4.373799e+000	1.985438e+000
4.975421956602756e-003	4.237371e+000	1.992111e+000
4.975425432828972e-003	4.233658e+000	1.992257e+000
4.975432385281403e-003	4.225378e+000	1.992549e+000
4.975446290186265e-003	4.208642e+000	1.993132e+000
4.975446724714542e-003	4.208113e+000	1.993151e+000
4.975447593771097e-003	4.207048e+000	1.993187e+000
4.975448216383383e-003	4.206284e+000	1.993213e+000
4.975448566668769e-003	4.205853e+000	1.993228e+000
4.975449267239540e-003	4.204992e+000	1.993257e+000
4.975449437830744e-003	4.204782e+000	1.993265e+000
4.975449597897406e-003	4.204585e+000	1.993271e+000
4.975449763739285e-003	4.204381e+000	1.993278e+000
4.975449797761671e-003	4.204339e+000	1.993280e+000
4.975449865806442e-003	4.204255e+000	1.993283e+000
4.975450001895984e-003	4.204087e+000	1.993288e+000
4.975450193108055e-003	4.203852e+000	1.993296e+000
4.975450575532197e-003	4.203380e+000	1.993312e+000
4.975451340380480e-003	4.202435e+000	1.993344e+000
4.975452870077046e-003	4.200539e+000	1.993409e+000
4.975455929470178e-003	4.196724e+000	1.993537e+000
4.975462048256442e-003	4.189039e+000	1.993794e+000
4.975465148498925e-003	4.185108e+000	1.993924e+000
4.975471348983891e-003	4.177184e+000	1.994185e+000
4.975471430283365e-003	4.177079e+000	1.994188e+000
4.975471755481262e-003	4.176660e+000	1.994202e+000
4.975472189078459e-003	4.176101e+000	1.994220e+000
4.975472422197963e-003	4.175800e+000	1.994230e+000
4.975472679361527e-003	4.175468e+000	1.994241e+000
4.975473023134606e-003	4.175024e+000	1.994255e+000
4.975473376136332e-003	4.174567e+000	1.994270e+000
4.975474082139783e-003	4.173653e+000	1.994299e+000
4.975474745232169e-003	4.172793e+000	1.994327e+000
4.975475658987262e-003	4.171607e+000	1.994366e+000
4.975476662498475e-003	4.170301e+000	1.994408e+000
4.975478246443951e-003	4.168234e+000	1.994474e+000
4.975480503210802e-003	4.165276e+000	1.994569e+000
4.975484578959994e-003	4.159892e+000	1.994740e+000
4.975491913225856e-003	4.150068e+000	1.995048e+000
4.975506581757581e-003	4.129888e+000	1.995664e+000
4.975535918821030e-003	4.087415e+000	1.996896e+000
4.975594592947929e-003	3.994316e+000	1.999360e+000
4.975705625555550e-003	3.788461e+000	2.004022e+000
4.975926738266690e-003	3.269635e+000	2.013307e+000
4.976349979656531e-003	2.051175e+000	2.031079e+000
4.976557624362345e-003	1.381486e+000	2.039798e+000
4.976689750074485e-003	9.659240e-001	2.045346e+000
4.976809805424089e-003	6.577173e-001	2.050387e+000
4.976949807709823e-003	4.121391e-001	2.056266e+000
4.977103102671901e-003	2.590604e-001	2.062702e+000
4.977164690853111e-003	2.304573e-001	2.065288e+000
4.977232359367870e-003	2.176459e-001	2.068130e+000
4.977320616222664e-003	2.077599e-001	2.071836e+000
4.977428989257291e-003	1.998228e-001	2.076386e+000
4.977578565407349e-003	1.916438e-001	2.082666e+000
4.977783124295047e-003	1.826250e-001	2.091255e+000
4.978176443466451e-003	1.691598e-001	2.107769e+000
4.978821202669806e-003	1.535433e-001	2.134841e+000
4.979762545188329e-003	1.387745e-001	2.174363e+000
4.980677384321429e-003	1.294829e-001	2.212772e+000
4.981118477153135e-003	1.262903e-001	2.231291e+000
4.981139017271861e-003	1.261682e-001	2.232153e+000
4.981180097509312e-003	1.259408e-001	2.233878e+000
4.981262257984215e-003	1.254983e-001	2.237327e+000
4.981426578934019e-003	1.246465e-001	2.244226e+000
4.981467659171471e-003	1.244422e-001	2.245950e+000
4.981549819646373e-003	1.240469e-001	2.249399e+000
4.981570359765099e-003	1.239501e-001	2.250262e+000
4.981611440002550e-003	1.237612e-001	2.251986e+000
4.981693600477453e-003	1.233901e-001	2.255435e+000
4.981714140596179e-003	1.232991e-001	2.256298e+000
4.981755220833630e-003	1.231215e-001	2.258022e+000
4.981837381308533e-003	1.227771e-001	2.261472e+000
4.982296972060859e-003	1.210773e-001	2.280766e+000
4.982887511665902e-003	1.193303e-001	2.305556e+000
4.984068590875987e-003	1.167085e-001	2.355136e+000
4.986430749296159e-003	1.129927e-001	2.454288e+000
4.989834320169099e-003	1.089438e-001	2.597137e+000
4.994155814359668e-003	1.045804e-001	2.778483e+000
5.001539005282264e-003	9.777548e-002	3.088235e+000
5.011304630282264e-003	8.946352e-002	3.497807e+000
5.021070255282264e-003	8.179557e-002	3.907197e+000
5.026804179579832e-003	7.756925e-002	4.147442e+000
5.026916255848639e-003	7.749148e-002	4.152140e+000
5.027962301024174e-003	7.676615e-002	4.195928e+000
5.029157781224786e-003	7.594766e-002	4.245924e+000
5.031202416096298e-003	7.456581e-002	4.331319e+000
5.032688646873344e-003	7.357504e-002	4.393250e+000
5.033590518368963e-003	7.298052e-002	4.430729e+000
5.033716429840090e-003	7.289807e-002	4.435946e+000
5.033968252782347e-003	7.273392e-002	4.446349e+000
5.034471898666860e-003	7.240651e-002	4.467092e+000
5.034767409866545e-003	7.221489e-002	4.479218e+000
5.034789622694645e-003	7.220052e-002	4.480126e+000
5.034819239798778e-003	7.218137e-002	4.481334e+000
5.034878474007042e-003	7.214311e-002	4.483745e+000
5.034996942423573e-003	7.206662e-002	4.488558e+000
5.035018863711603e-003	7.205247e-002	4.489447e+000
5.035062706287662e-003	7.202420e-002	4.491218e+000
5.035150391439780e-003	7.196768e-002	4.494758e+000
5.035188693213771e-003	7.194300e-002	4.496316e+000
5.035218476528776e-003	7.192382e-002	4.497561e+000
5.035244742316565e-003	7.190692e-002	4.498714e+000
5.035274643017438e-003	7.188767e-002	4.500118e+000
5.035308846520752e-003	7.186566e-002	4.501801e+000
5.035345956357288e-003	7.184180e-002	4.503541e+000
5.035387867784969e-003	7.181485e-002	4.505128e+000
5.035440593901425e-003	7.178097e-002	4.506524e+000
5.035494022630586e-003	7.174665e-002	4.507294e+000
5.035595336371335e-003	7.168165e-002	4.506820e+000
5.035777553609176e-003	7.156483e-002	4.502712e+000
5.035782855111200e-003	7.156143e-002	4.502541e+000
5.035793458115248e-003	7.155465e-002	4.502144e+000
5.035814664123344e-003	7.154107e-002	4.501284e+000
5.035833116837294e-003	7.152925e-002	4.500423e+000
5.035846277891692e-003	7.152084e-002	4.499711e+000
5.035859413081439e-003	7.151243e-002	4.498936e+000
5.035874252037042e-003	7.150293e-002	4.498063e+000
5.035881149898033e-003	7.149852e-002	4.497689e+000
5.035889888925746e-003	7.149293e-002	4.497269e+000
5.035899117142064e-003	7.148702e-002	4.496867e+000
5.035910723682516e-003	7.147960e-002	4.496394e+000
5.035923416013266e-003	7.147149e-002	4.495883e+000
5.035940871196137e-003	7.146033e-002	4.495162e+000
5.035961605749665e-003	7.144707e-002	4.494286e+000
5.035990231903435e-003	7.142878e-002	4.493073e+000
5.036025379713711e-003	7.140632e-002	4.491594e+000
5.037492322874002e-003	7.047830e-002	4.429915e+000
5.038959266034292e-003	6.956559e-002	4.368240e+000
5.040426209194582e-003	6.866819e-002	4.306568e+000
5.041893152354873e-003	6.778609e-002	4.244901e+000
5.043360095515164e-003	6.691931e-002	4.183237e+000
5.044827038675454e-003	6.606783e-002	4.121577e+000
5.046293981835744e-003	6.523167e-002	4.059922e+000
5.056059606835744e-003	5.989420e-002	3.649546e+000
5.065825231835744e-003	5.498115e-002	3.239304e+000
5.075590856835744e-003	5.042949e-002	2.829181e+000
5.076811559960743e-003	4.989701e-002	2.777927e+000
5.079252966210744e-003	4.894676e-002	2.675436e+000
5.084192999169728e-003	4.725078e-002	2.468070e+000
