Freq.	V(out5)
1.91852823865054e+003	(2.55289222868709e+001dB,1.79522549135204e+002°)
1.93187265784971e+003	(2.55289180519004e+001dB,1.79519228481309e+002°)
1.94530989482459e+003	(2.55289137578244e+001dB,1.79515884736312e+002°)
1.95884059517387e+003	(2.55289094038181e+001dB,1.79512517739724e+002°)
1.97246540898673e+003	(2.55289049890453e+001dB,1.79509127329944e+002°)
1.98618499087409e+003	(2.55289005126581e+001dB,1.79505713344249e+002°)
2.00000000000002e+003	(2.55288959737966e+001dB,1.79502275618787e+002°)
2.01391110011345e+003	(2.55288913715893e+001dB,1.79498813988568e+002°)
2.02791895958007e+003	(2.55288867051523e+001dB,1.79495328287459e+002°)
2.04202425141440e+003	(2.55288819735893e+001dB,1.79491818348174e+002°)
2.05622765331215e+003	(2.55288771759916e+001dB,1.79488284002264e+002°)
2.07052984768277e+003	(2.55288723114379e+001dB,1.79484725080115e+002°)
2.08493152168226e+003	(2.55288673789940e+001dB,1.79481141410933e+002°)
2.09943336724615e+003	(2.55288623777125e+001dB,1.79477532822741e+002°)
2.11403608112278e+003	(2.55288573066331e+001dB,1.79473899142370e+002°)
2.12874036490674e+003	(2.55288521647819e+001dB,1.79470240195446e+002°)
2.14354692507261e+003	(2.55288469511714e+001dB,1.79466555806390e+002°)
2.15845647300887e+003	(2.55288416648005e+001dB,1.79462845798402e+002°)
2.17346972505214e+003	(2.55288363046539e+001dB,1.79459109993457e+002°)
2.18858740252150e+003	(2.55288308697023e+001dB,1.79455348212295e+002°)
2.20381023175324e+003	(2.55288253589022e+001dB,1.79451560274412e+002°)
2.21913894413571e+003	(2.55288197711951e+001dB,1.79447745998054e+002°)
2.23457427614446e+003	(2.55288141055082e+001dB,1.79443905200205e+002°)
2.25011696937764e+003	(2.55288083607535e+001dB,1.79440037696580e+002°)
2.26576777059162e+003	(2.55288025358278e+001dB,1.79436143301617e+002°)
2.28152743173687e+003	(2.55287966296127e+001dB,1.79432221828467e+002°)
2.29739670999409e+003	(2.55287906409741e+001dB,1.79428273088985e+002°)
2.31337636781060e+003	(2.55287845687620e+001dB,1.79424296893722e+002°)
2.32946717293693e+003	(2.55287784118106e+001dB,1.79420293051915e+002°)
2.34566989846378e+003	(2.55287721689375e+001dB,1.79416261371479e+002°)
2.36198532285908e+003	(2.55287658389442e+001dB,1.79412201658997e+002°)
2.37841423000547e+003	(2.55287594206152e+001dB,1.79408113719712e+002°)
2.39495740923788e+003	(2.55287529127183e+001dB,1.79403997357516e+002°)
2.41161565538155e+003	(2.55287463140038e+001dB,1.79399852374942e+002°)
2.42838976879012e+003	(2.55287396232048e+001dB,1.79395678573155e+002°)
2.44528055538416e+003	(2.55287328390368e+001dB,1.79391475751940e+002°)
2.46228882668986e+003	(2.55287259601972e+001dB,1.79387243709698e+002°)
2.47941539987800e+003	(2.55287189853653e+001dB,1.79382982243430e+002°)
2.49666109780325e+003	(2.55287119132021e+001dB,1.79378691148730e+002°)
2.51402674904368e+003	(2.55287047423498e+001dB,1.79374370219778e+002°)
2.53151318794059e+003	(2.55286974714318e+001dB,1.79370019249325e+002°)
2.54912125463855e+003	(2.55286900990521e+001dB,1.79365638028689e+002°)
2.56685179512584e+003	(2.55286826237955e+001dB,1.79361226347740e+002°)
2.58470566127501e+003	(2.55286750442270e+001dB,1.79356783994893e+002°)
2.60268371088390e+003	(2.55286673588913e+001dB,1.79352310757098e+002°)
2.62078680771676e+003	(2.55286595663133e+001dB,1.79347806419827e+002°)
2.63901582154582e+003	(2.55286516649970e+001dB,1.79343270767070e+002°)
2.65737162819305e+003	(2.55286436534257e+001dB,1.79338703581316e+002°)
2.67585510957225e+003	(2.55286355300615e+001dB,1.79334104643551e+002°)
2.69446715373141e+003	(2.55286272933450e+001dB,1.79329473733243e+002°)
2.71320865489537e+003	(2.55286189416953e+001dB,1.79324810628333e+002°)
2.73208051350882e+003	(2.55286104735092e+001dB,1.79320115105224e+002°)
2.75108363627952e+003	(2.55286018871612e+001dB,1.79315386938771e+002°)
2.77021893622188e+003	(2.55285931810034e+001dB,1.79310625902272e+002°)
2.78948733270084e+003	(2.55285843533646e+001dB,1.79305831767452e+002°)
2.80888975147603e+003	(2.55285754025506e+001dB,1.79301004304457e+002°)
2.82842712474622e+003	(2.55285663268434e+001dB,1.79296143281844e+002°)
2.84810039119418e+003	(2.55285571245010e+001dB,1.79291248466566e+002°)
2.86791049603169e+003	(2.55285477937574e+001dB,1.79286319623962e+002°)
2.88785839104503e+003	(2.55285383328218e+001dB,1.79281356517750e+002°)
2.90794503464066e+003	(2.55285287398784e+001dB,1.79276358910010e+002°)
2.92817139189129e+003	(2.55285190130862e+001dB,1.79271326561176e+002°)
2.94853843458224e+003	(2.55285091505787e+001dB,1.79266259230025e+002°)
2.96904714125813e+003	(2.55284991504630e+001dB,1.79261156673667e+002°)
2.98969849726991e+003	(2.55284890108201e+001dB,1.79256018647528e+002°)
3.01049349482217e+003	(2.55284787297044e+001dB,1.79250844905343e+002°)
3.03143313302083e+003	(2.55284683051428e+001dB,1.79245635199145e+002°)
3.05251841792116e+003	(2.55284577351351e+001dB,1.79240389279251e+002°)
3.07375036257606e+003	(2.55284470176529e+001dB,1.79235106894250e+002°)
3.09512998708482e+003	(2.55284361506398e+001dB,1.79229787790995e+002°)
3.11665831864204e+003	(2.55284251320106e+001dB,1.79224431714585e+002°)
3.13833639158704e+003	(2.55284139596512e+001dB,1.79219038408359e+002°)
3.16016524745355e+003	(2.55284026314180e+001dB,1.79213607613880e+002°)
3.18214593501972e+003	(2.55283911451374e+001dB,1.79208139070926e+002°)
3.20427951035853e+003	(2.55283794986056e+001dB,1.79202632517475e+002°)
3.22656703688855e+003	(2.55283676895883e+001dB,1.79197087689692e+002°)
3.24900958542499e+003	(2.55283557158199e+001dB,1.79191504321922e+002°)
3.27160823423117e+003	(2.55283435750032e+001dB,1.79185882146672e+002°)
3.29436406907034e+003	(2.55283312648091e+001dB,1.79180220894600e+002°)
3.31727818325781e+003	(2.55283187828760e+001dB,1.79174520294504e+002°)
3.34035167771352e+003	(2.55283061268096e+001dB,1.79168780073309e+002°)
3.36358566101490e+003	(2.55282932941820e+001dB,1.79162999956050e+002°)
3.38698124945015e+003	(2.55282802825317e+001dB,1.79157179665866e+002°)
3.41053956707187e+003	(2.55282670893628e+001dB,1.79151318923983e+002°)
3.43426174575106e+003	(2.55282537121447e+001dB,1.79145417449701e+002°)
3.45814892523151e+003	(2.55282401483115e+001dB,1.79139474960381e+002°)
3.48220225318455e+003	(2.55282263952617e+001dB,1.79133491171433e+002°)
3.50642288526419e+003	(2.55282124503575e+001dB,1.79127465796301e+002°)
3.53081198516267e+003	(2.55281983109244e+001dB,1.79121398546454e+002°)
3.55537072466633e+003	(2.55281839742507e+001dB,1.79115289131366e+002°)
3.58010028371194e+003	(2.55281694375868e+001dB,1.79109137258506e+002°)
3.60500185044337e+003	(2.55281546981450e+001dB,1.79102942633324e+002°)
3.63007662126870e+003	(2.55281397530988e+001dB,1.79096704959240e+002°)
3.65532580091766e+003	(2.55281245995823e+001dB,1.79090423937624e+002°)
3.68075060249955e+003	(2.55281092346896e+001dB,1.79084099267788e+002°)
3.70635224756154e+003	(2.55280936554745e+001dB,1.79077730646968e+002°)
3.73213196614728e+003	(2.55280778589498e+001dB,1.79071317770313e+002°)
3.75809099685610e+003	(2.55280618420867e+001dB,1.79064860330869e+002°)
3.78423058690244e+003	(2.55280456018143e+001dB,1.79058358019566e+002°)
3.81055199217581e+003	(2.55280291350188e+001dB,1.79051810525201e+002°)
3.83705647730112e+003	(2.55280124385432e+001dB,1.79045217534428e+002°)
3.86374531569944e+003	(2.55279955091866e+001dB,1.79038578731738e+002°)
3.89061978964920e+003	(2.55279783437036e+001dB,1.79031893799449e+002°)
3.91768119034777e+003	(2.55279609388035e+001dB,1.79025162417689e+002°)
3.94493081797350e+003	(2.55279432911498e+001dB,1.79018384264383e+002°)
3.97236998174820e+003	(2.55279253973599e+001dB,1.79011559015235e+002°)
4.00000000000006e+003	(2.55279072540038e+001dB,1.79004686343718e+002°)
4.02782220022694e+003	(2.55278888576039e+001dB,1.78997765921051e+002°)
4.05583791916018e+003	(2.55278702046343e+001dB,1.78990797416192e+002°)
4.08404850282884e+003	(2.55278512915199e+001dB,1.78983780495820e+002°)
4.11245530662433e+003	(2.55278321146362e+001dB,1.78976714824316e+002°)
4.14105969536558e+003	(2.55278126703079e+001dB,1.78969600063753e+002°)
4.16986304336455e+003	(2.55277929548088e+001dB,1.78962435873877e+002°)
4.19886673449234e+003	(2.55277729643609e+001dB,1.78955221912092e+002°)
4.22807216224559e+003	(2.55277526951336e+001dB,1.78947957833445e+002°)
4.25748072981351e+003	(2.55277321432430e+001dB,1.78940643290609e+002°)
4.28709385014524e+003	(2.55277113047514e+001dB,1.78933277933868e+002°)
4.31691294601778e+003	(2.55276901756661e+001dB,1.78925861411100e+002°)
4.34693945010430e+003	(2.55276687519391e+001dB,1.78918393367764e+002°)
4.37717480504303e+003	(2.55276470294660e+001dB,1.78910873446877e+002°)
4.40762046350651e+003	(2.55276250040853e+001dB,1.78903301289006e+002°)
4.43827788827145e+003	(2.55276026715780e+001dB,1.78895676532243e+002°)
4.46914855228895e+003	(2.55275800276659e+001dB,1.78887998812198e+002°)
4.50023393875531e+003	(2.55275570680119e+001dB,1.78880267761971e+002°)
4.53153554118327e+003	(2.55275337882183e+001dB,1.78872483012147e+002°)
4.56305486347377e+003	(2.55275101838264e+001dB,1.78864644190769e+002°)
4.59479341998822e+003	(2.55274862503155e+001dB,1.78856750923329e+002°)
4.62675273562123e+003	(2.55274619831021e+001dB,1.78848802832745e+002°)
4.65893434587390e+003	(2.55274373775390e+001dB,1.78840799539347e+002°)
4.69133979692759e+003	(2.55274124289146e+001dB,1.78832740660858e+002°)
4.72397064571820e+003	(2.55273871324516e+001dB,1.78824625812380e+002°)
4.75682846001096e+003	(2.55273614833066e+001dB,1.78816454606370e+002°)
4.78991481847580e+003	(2.55273354765686e+001dB,1.78808226652631e+002°)
4.82323131076312e+003	(2.55273091072588e+001dB,1.78799941558286e+002°)
4.85677953758027e+003	(2.55272823703289e+001dB,1.78791598927765e+002°)
4.89056111076836e+003	(2.55272552606607e+001dB,1.78783198362786e+002°)
4.92457765337975e+003	(2.55272277730649e+001dB,1.78774739462337e+002°)
4.95883079975603e+003	(2.55271999022801e+001dB,1.78766221822657e+002°)
4.99332219560653e+003	(2.55271716429719e+001dB,1.78757645037219e+002°)
5.02805349808740e+003	(2.55271429897318e+001dB,1.78749008696713e+002°)
5.06302637588121e+003	(2.55271139370763e+001dB,1.78740312389020e+002°)
5.09824250927713e+003	(2.55270844794457e+001dB,1.78731555699205e+002°)
5.13370359025170e+003	(2.55270546112033e+001dB,1.78722738209489e+002°)
5.16941132255006e+003	(2.55270243266339e+001dB,1.78713859499235e+002°)
5.20536742176782e+003	(2.55269936199432e+001dB,1.78704919144926e+002°)
5.24157361543354e+003	(2.55269624852565e+001dB,1.78695916720149e+002°)
5.27803164309167e+003	(2.55269309166175e+001dB,1.78686851795574e+002°)
5.31474325638614e+003	(2.55268989079874e+001dB,1.78677723938935e+002°)
5.35171021914454e+003	(2.55268664532435e+001dB,1.78668532715009e+002°)
5.38893430746286e+003	(2.55268335461781e+001dB,1.78659277685602e+002°)
5.42641730979078e+003	(2.55268001804977e+001dB,1.78649958409524e+002°)
5.46416102701768e+003	(2.55267663498212e+001dB,1.78640574442569e+002°)
5.50216727255907e+003	(2.55267320476793e+001dB,1.78631125337500e+002°)
5.54043787244380e+003	(2.55266972675128e+001dB,1.78621610644025e+002°)
5.57897466540172e+003	(2.55266620026716e+001dB,1.78612029908779e+002°)
5.61777950295209e+003	(2.55266262464134e+001dB,1.78602382675300e+002°)
5.65685424949248e+003	(2.55265899919025e+001dB,1.78592668484017e+002°)
5.69620078238839e+003	(2.55265532322085e+001dB,1.78582886872220e+002°)
5.73582099206341e+003	(2.55265159603048e+001dB,1.78573037374045e+002°)
5.77571678209009e+003	(2.55264781690676e+001dB,1.78563119520452e+002°)
5.81589006928135e+003	(2.55264398512742e+001dB,1.78553132839207e+002°)
5.85634278378261e+003	(2.55264009996020e+001dB,1.78543076854856e+002°)
5.89707686916451e+003	(2.55263616066268e+001dB,1.78532951088706e+002°)
5.93809428251631e+003	(2.55263216648218e+001dB,1.78522755058806e+002°)
5.97939699453987e+003	(2.55262811665558e+001dB,1.78512488279925e+002°)
6.02098698964438e+003	(2.55262401040919e+001dB,1.78502150263530e+002°)
6.06286626604171e+003	(2.55261984695860e+001dB,1.78491740517762e+002°)
6.10503683584235e+003	(2.55261562550857e+001dB,1.78481258547419e+002°)
6.14750072515217e+003	(2.55261134525281e+001dB,1.78470703853933e+002°)
6.19025997416968e+003	(2.55260700537390e+001dB,1.78460075935347e+002°)
6.23331663728412e+003	(2.55260260504310e+001dB,1.78449374286292e+002°)
6.27667278317413e+003	(2.55259814342020e+001dB,1.78438598397969e+002°)
6.32033049490714e+003	(2.55259361965335e+001dB,1.78427747758123e+002°)
6.36429187003947e+003	(2.55258903287893e+001dB,1.78416821851023e+002°)
6.40855902071710e+003	(2.55258438222137e+001dB,1.78405820157437e+002°)
6.45313407377714e+003	(2.55257966679299e+001dB,1.78394742154616e+002°)
6.49801917085001e+003	(2.55257488569382e+001dB,1.78383587316260e+002°)
6.54321646846238e+003	(2.55257003801147e+001dB,1.78372355112507e+002°)
6.58872813814071e+003	(2.55256512282092e+001dB,1.78361045009904e+002°)
6.63455636651566e+003	(2.55256013918435e+001dB,1.78349656471384e+002°)
6.68070335542709e+003	(2.55255508615100e+001dB,1.78338188956245e+002°)
6.72717132202985e+003	(2.55254996275695e+001dB,1.78326641920125e+002°)
6.77396249890035e+003	(2.55254476802498e+001dB,1.78315014814980e+002°)
6.82107913414379e+003	(2.55253950096434e+001dB,1.78303307089061e+002°)
6.86852349150217e+003	(2.55253416057063e+001dB,1.78291518186887e+002°)
6.91629785046306e+003	(2.55252874582554e+001dB,1.78279647549226e+002°)
6.96440450636913e+003	(2.55252325569672e+001dB,1.78267694613068e+002°)
7.01284577052842e+003	(2.55251768913755e+001dB,1.78255658811602e+002°)
7.06162397032538e+003	(2.55251204508697e+001dB,1.78243539574193e+002°)
7.11074144933271e+003	(2.55250632246926e+001dB,1.78231336326356e+002°)
7.16020056742393e+003	(2.55250052019387e+001dB,1.78219048489732e+002°)
7.21000370088679e+003	(2.55249463715519e+001dB,1.78206675482066e+002°)
7.26015324253744e+003	(2.55248867223235e+001dB,1.78194216717178e+002°)
7.31065160183536e+003	(2.55248262428902e+001dB,1.78181671604944e+002°)
7.36150120499915e+003	(2.55247649217321e+001dB,1.78169039551266e+002°)
7.41270449512312e+003	(2.55247027471702e+001dB,1.78156319958051e+002°)
7.46426393229462e+003	(2.55246397073646e+001dB,1.78143512223184e+002°)
7.51618199371225e+003	(2.55245757903122e+001dB,1.78130615740502e+002°)
7.56846117380493e+003	(2.55245109838442e+001dB,1.78117629899772e+002°)
7.62110398435166e+003	(2.55244452756245e+001dB,1.78104554086664e+002°)
7.67411295460228e+003	(2.55243786531468e+001dB,1.78091387682724e+002°)
7.72749063139893e+003	(2.55243111037323e+001dB,1.78078130065350e+002°)
7.78123957929845e+003	(2.55242426145280e+001dB,1.78064780607768e+002°)
7.83536238069558e+003	(2.55241731725036e+001dB,1.78051338679003e+002°)
7.88986163594704e+003	(2.55241027644494e+001dB,1.78037803643855e+002°)
7.94473996349646e+003	(2.55240313769740e+001dB,1.78024174862872e+002°)
8.00000000000017e+003	(2.55239589965015e+001dB,1.78010451692324e+002°)
8.05564440045392e+003	(2.55238856092694e+001dB,1.77996633484180e+002°)
8.11167583832041e+003	(2.55238112013257e+001dB,1.77982719586075e+002°)
8.16809700565772e+003	(2.55237357585265e+001dB,1.77968709341292e+002°)
8.22491061324871e+003	(2.55236592665335e+001dB,1.77954602088726e+002°)
8.28211939073120e+003	(2.55235817108112e+001dB,1.77940397162866e+002°)
8.33972608672916e+003	(2.55235030766242e+001dB,1.77926093893764e+002°)
8.39773346898472e+003	(2.55234233490347e+001dB,1.77911691607007e+002°)
8.45614432449123e+003	(2.55233425128996e+001dB,1.77897189623693e+002°)
8.51496145962707e+003	(2.55232605528679e+001dB,1.77882587260402e+002°)
8.57418770029054e+003	(2.55231774533775e+001dB,1.77867883829171e+002°)
8.63382589203561e+003	(2.55230931986529e+001dB,1.77853078637464e+002°)
8.69387890020866e+003	(2.55230077727019e+001dB,1.77838170988145e+002°)
8.75434961008612e+003	(2.55229211593128e+001dB,1.77823160179453e+002°)
8.81524092701309e+003	(2.55228333420514e+001dB,1.77808045504971e+002°)
8.87655577654296e+003	(2.55227443042583e+001dB,1.77792826253602e+002°)
8.93829710457797e+003	(2.55226540290454e+001dB,1.77777501709539e+002°)
9.00046787751068e+003	(2.55225624992930e+001dB,1.77762071152237e+002°)
9.06307108236660e+003	(2.55224696976470e+001dB,1.77746533856384e+002°)
9.12610972694760e+003	(2.55223756065153e+001dB,1.77730889091878e+002°)
9.18958683997649e+003	(2.55222802080647e+001dB,1.77715136123792e+002°)
9.25350547124252e+003	(2.55221834842180e+001dB,1.77699274212351e+002°)
9.31786869174786e+003	(2.55220854166501e+001dB,1.77683302612901e+002°)
9.38267959385525e+003	(2.55219859867853e+001dB,1.77667220575883e+002°)
9.44794129143646e+003	(2.55218851757937e+001dB,1.77651027346800e+002°)
9.51365692002199e+003	(2.55217829645877e+001dB,1.77634722166195e+002°)
9.57982963695165e+003	(2.55216793338186e+001dB,1.77618304269615e+002°)
9.64646262152631e+003	(2.55215742638730e+001dB,1.77601772887589e+002°)
9.71355907516061e+003	(2.55214677348697e+001dB,1.77585127245595e+002°)
9.78112222153678e+003	(2.55213597266554e+001dB,1.77568366564033e+002°)
9.84915530675957e+003	(2.55212502188020e+001dB,1.77551490058193e+002°)
9.91766159951213e+003	(2.55211391906019e+001dB,1.77534496938231e+002°)
9.98664439121314e+003	(2.55210266210649e+001dB,1.77517386409136e+002°)
1.00561069961749e+004	(2.55209124889145e+001dB,1.77500157670703e+002°)
1.01260527517625e+004	(2.55207967725837e+001dB,1.77482809917504e+002°)
1.01964850185543e+004	(2.55206794502114e+001dB,1.77465342338853e+002°)
1.02674071805035e+004	(2.55205604996382e+001dB,1.77447754118785e+002°)
1.03388226451002e+004	(2.55204398984030e+001dB,1.77430044436024e+002°)
1.04107348435357e+004	(2.55203176237383e+001dB,1.77412212463949e+002°)
1.04831472308672e+004	(2.55201936525667e+001dB,1.77394257370571e+002°)
1.05560632861834e+004	(2.55200679614963e+001dB,1.77376178318496e+002°)
1.06294865127724e+004	(2.55199405268169e+001dB,1.77357974464904e+002°)
1.07034204382892e+004	(2.55198113244957e+001dB,1.77339644961514e+002°)
1.07778686149258e+004	(2.55196803301730e+001dB,1.77321188954556e+002°)
1.08528346195816e+004	(2.55195475191578e+001dB,1.77302605584737e+002°)
1.09283220540354e+004	(2.55194128664233e+001dB,1.77283893987218e+002°)
1.10043345451182e+004	(2.55192763466030e+001dB,1.77265053291584e+002°)
1.10808757448877e+004	(2.55191379339856e+001dB,1.77246082621803e+002°)
1.11579493308035e+004	(2.55189976025109e+001dB,1.77226981096213e+002°)
1.12355590059043e+004	(2.55188553257647e+001dB,1.77207747827478e+002°)
1.13137084989851e+004	(2.55187110769749e+001dB,1.77188381922567e+002°)
1.13924015647769e+004	(2.55185648290060e+001dB,1.77168882482717e+002°)
1.14716419841269e+004	(2.55184165543548e+001dB,1.77149248603411e+002°)
1.15514335641803e+004	(2.55182662251454e+001dB,1.77129479374341e+002°)
1.16317801385628e+004	(2.55181138131244e+001dB,1.77109573879384e+002°)
1.17126855675653e+004	(2.55179592896558e+001dB,1.77089531196566e+002°)
1.17941537383291e+004	(2.55178026257164e+001dB,1.77069350398034e+002°)
1.18761885650327e+004	(2.55176437918900e+001dB,1.77049030550032e+002°)
1.19587939890798e+004	(2.55174827583629e+001dB,1.77028570712862e+002°)
1.20419739792889e+004	(2.55173194949186e+001dB,1.77007969940862e+002°)
1.21257325320835e+004	(2.55171539709323e+001dB,1.76987227282369e+002°)
1.22100736716848e+004	(2.55169861553658e+001dB,1.76966341779695e+002°)
1.22950014503044e+004	(2.55168160167619e+001dB,1.76945312469094e+002°)
1.23805199483394e+004	(2.55166435232394e+001dB,1.76924138380734e+002°)
1.24666332745683e+004	(2.55164686424868e+001dB,1.76902818538663e+002°)
1.25533455663483e+004	(2.55162913417577e+001dB,1.76881351960789e+002°)
1.26406609898144e+004	(2.55161115878645e+001dB,1.76859737658839e+002°)
